key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
49,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"An adventurer, are you? Well, you'll have to do.","You see that man over there? The big one. The captain of a shipping vessel out of Radz–at–Han found him stowed away belowdecks. When the captain moored here at the Quay, we brought the brute ashore for questioning...","...when he up and started assailing my men! And for a man who's been holed up in a dark corner for the past fortnight, he has more energy than you'd believe. We could certainly use a hand in calming him down.","Aid the Quay guards?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Aye... I shan't judge you for your decision. No <If(PlayerParameter(4))>woman<Else/>man</If> in their right mind would want to dance with that <Emphasis>thing</Emphasis>.",""
50,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Cores...?","","","","Cores...","","You bring cores...I bring coin... Simple...",""
51,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Have you retrieved my crates yet? I have an appointment, you know. One with a noble lady. There will be tea.","","","","Is this all? I could have sworn there were more. Countless more. Yes. Now back into the breach, my good <If(PlayerParameter(4))>lady<Else/>fellow</If>.","","What are you waiting for!? The tea! It grows ever colder!",""
52,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Cores...","","","","","","",""
53,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I do not have the time for this. Tea and noble ladies await! Didn't I mention this?","","","","","","",""
54,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"You seem the able adventurer. I must cross the desert to Forgotten Springs with these relics unearthed here at the Strike, but cannot well defend myself with my hands full.","You see, the seemingly lifeless desert is actually teeming with creatures who wait under the sand for their victims to hap upon their traps. And then there are the Amalj'aa...","So, what say you? Guide me safely to Forgotten Springs and I shall see to it that you are handsomely rewarded.","Escort the Stone Torch?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Well then. I suppose my clients will have to wait.",""
55,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"I swear, each batch of recruits the Barracudas send me is worse than the last. I've already had to send three home because <Emphasis>they wouldn't stop crying</Emphasis>.","If only I had more <If(PlayerParameter(4))>women<Else/>men</If> like you. Ones with sharp blades, and the wits to match.","I know. How about you show these yellow-bellied greenbacks how a true warrior fights? I'll make it worth your while.","Crack the whip?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hah hah hah! You hear that, scrags? Prepare to have your arses handed to you on a silver bleedin' platter. Now fall in!","","<sigh>
I suppose they wouldn't have offered much of a challenge anywise.",""
56,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Thank the Twelve you came along when you did!","Anselm and Fiebras are at each other's throats again! It's that damned ale wench. Both fancy the lass, and neither is willing to stand aside so that the other may have her...though, truth be told, the wench despises both, and only humors them because it is her job to do so.","The two are good lads...when not in their cups, but I fear that their lust for this girl will end in one of them dead! I have already tried calming them with words, but to no avail. This leaves us with but one solution─steel.","Beat the violence out of the two?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","This will not end well... You have sentenced a man to death today. Let that sit well on your conscience.",""
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"That woman didn't best me. I merely came unprepared.","I didn't think when I left my bed this morning that some slighted scold with a peiste-sized chip on her shoulder might challenge me to a bloody duel. But I wasn't about to refuse her...not with everyone watching and my reputation on the line. If I ain't one thing, it's craven.","But here I am. Bloodied and bruised while that hells-cat sits over there smirking. What she did ain't proper and I plan on learnin' her a lesson. Just, this time with a wee bit of help. What say you?","Challenge Grishild the Ungood?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","You aren't craven, are you?",""
58,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Hear ye! The Maelstrom is conducting a live training exercise at the De Nevelle Checkpoint. All adventurers are welcome to join.","","","","","","",""
59,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"You look to be well-seasoned <If(PlayerParameter(4))>lass<Else/>lad</If>. Would you care to show this batch of yellow-bellied greenbacks a thing or two about battlecraft?","","","","","","",""
60,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I beg of you, <If(PlayerParameter(4))>good lady<Else/>good sir</If>! Might you help me keep these damnable rats clear of my oranges until the chocobo caravan arrives?","","","","","","",""
61,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Galagos! Galagos! How am I to deliver my wheat to market when the Grey Fleet is overrun with...with...galagos!?","","","","","","",""
62,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The yarzons won't have the Hammers! Not if I can help it!","","","","","","",""
63,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"If those cursed goblins lay a hand on me cogs I'll...I'll... Well, I'll think of somethin'!","","","","","","",""
64,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The orobon are at it again! We cannot let them eat any more of the younger fish, or there'll be naught left for next season's catch!","","","","","","",""
65,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Me da... Et by a 'bon, he were. Now I wants the fishes all dead, like. Can ye make 'em all dead, like?","","","","","","",""
66,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ah, an adventurer. And one with fire in <If(PlayerParameter(4))>her<Else/>his</If> eyes, no less. That fire is just what we need.","Spurred by rumors of a new Amalj'aa commander, I arrived outside the beast tribe encampment to find not only that the commander had arrived, but that the foul lizards were preparing to march on Ul'dah!","A request for reinforcements has already been sent via linkshell, but it will be several bells before they arrive, and by then it will be too late. No, we must stop the enemy before they advance, and since we are sorely outnumbered, I believe the only path to victory is to lower morale by targeting both their supplies and their leader.","Aid the Immortal Flames?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","Then I suggest you leave this area immediately, for it will soon be engulfed in chaos.",""
67,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"I was right! Stand in the desert long enough, and an adventurer is bound to come calling. So, can one assume you are looking for employment? I am a naturalist studying the magicked aura emitted from the Sunken Temple of Qarn, and I believe this aura is what powers those stone golems which guard the entrance.","If I can learn to disrupt that aura, I may be able to render all the guardians inactive, opening the ruins for further exploration by scholars such as myself. But to do so, I first require the hearts of those very guardians, so I may study how they operate.","Collect soulstones for the naturalist?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","Oh, I knew my plan would work!","","You would forsake a woman in need? What would the good people of the Adventurers' Guild say to that!?",""
68,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Inside each stone guardian is a soulstone which animates the lifeless rock. I need these stones so I might learn how to extinguish the flames of life within.","","","","","","",""
69,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"You have brought me something, have you not?","","","","The... The light... It burns so brightly, yet emits no heat. What sort of fell magicks am I witnessing here...? Oh, my apologies. Yes, very good. This specimen will do just fine, but I would not turn away a <If(PlayerParameter(4))>woman<Else/>man</If> who brought me more.","","But why!? You are a mere adventurer. You cannot expect to fathom the complex mysteries of the soulstones' inner workings! You must entrust them to me! To me!",""
70,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Please, <If(PlayerParameter(4))>ma'am<Else/>sir</If>. My baby brother is hungry, but my mother is too weak to feed him. My father left before I reached my third nameday, and my grandfather died last week in Copperbell Mines. My sister moved away to a rich merchant's house and no longer visits us, and my older brother lies all day in the corner with his somnus pipe... If you could spare some food...","Even the leaves of a cactus would suffice...","Help the poor girl?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","May the Twelve bless you!","","<sob> Back to the pub again, then...",""
71,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Please! My baby brother will starve without something to eat! Anything will do. Even the leaves of a cactus!","","","","","","",""
72,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Did you find any leaves?","","","","Thank you! But please, <If(PlayerParameter(4))>ma'am<Else/>sir</If>. Can I have some more?","","But my baby brother!",""
73,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"You there. Might you be the escort Master Gegeruju promised?","My...ah, client awaits me at Hidden Falls and I grow weary in this heat.","I also believe there might be someone following me─a common enough nuisance for one in my...ah, line of work.","Escort the lady?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","You're <Emphasis>not</Emphasis> the escort? Then you're lucky I don't charge you for the time we've spent here chatting.",""
74,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Not a quarter moon passes without some feeble attempt by the local Qiqirn to raid Highbridge and steal the supplies which are ferried in regularly by airship.","This is why we Brass Blades stand constant vigil. It is our duty to ensure that the citizens of the settlement can carry out their tasks without fear of being attacked.","","","","","",""
75,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Highbridge has its dangers, what with the Qiqirn and the Amalj'aa always lookin' to claim the span as their own...","But one man's hardship is another's opportunity. I look to make a killin' here, what with all the other merchants huddlin' together in safer locales as Drybone and the Golden Bazaar.","And while they sit there splittin' profits, I'll be linin' me coffers with gold...as long as the Brass Blades keep the peace, that is.","","","","",""
76,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Unlike that chatty peddler o'er yonder, I'm not fool enough to believe a motley crew of hired swords can stop the beast tribes from overrunning the span.","It's only a matter of time before they succeed in spiriting away a few of our children again. Yes, you heard me right. It's not only supplies those damned rats seek.","","","","","",""
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Another victory under the captain's belt!","And there are quite a few victories under there. I know. I've seen them.","","","","","",""
78,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"My unit is not unlike a machine.","Each part interlocking, and running best when well oiled...if you know what I mean.","If you're looking to join, well, then I'm afraid I must disappoint. Another hand on the lever is the last thing I need.","","","","",""
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"The captain sometimes allows me to operate his lever.","Says I'm a right engineer, he does.","","","","","",""
80,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"For people arriving in Thanalan from the Black Shroud, Highbridge is the first town they arrive in. For people leaving Thanalan, Highbridge is the last town they will see before entering the dark forest.","Not many places can lay claim to both new beginnings and bitter ends.","","","","","",""
81,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Welcome to Highbridge. We are one of only a handful of towns that has its own airship landing.","Though it appears to have been cut over centuries, the canyon in which the Yugr'am River flows was actually formed five summers past during the great Calamity. The bridge was built immediately after to reconnect the Royal Allagan Sunway with the Lumberline leading to Gridania.","","","","","",""
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"I'm sorry, but the airships which frequent Highbridge are reserved for the transport of supplies and the occasional naturalist from Arrzaneth Ossuary come to study the ruins of the Invisible City.","If it is airship passage you seek, might I suggest the landings in Ul'dah or Gridania?","","","","","",""
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,"Listen! Can you hear them? The screams rising up from the bottom of the canyon!","The Blades all tell me it's naught but the wind, but I've heard the wailing on nights where nary a leaf shuddered. Soon, they'll believe me. When the army of undead marches from the Invisible City and reclaims our realm for their own!","","","","","",""
