#,Radius,Height,VFXScale,FloatHeight,FloatDown,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,FloatUp,Unknown8,LoopFlySE,MotionBlendType
8351,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8352,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8353,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8354,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8355,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8356,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8357,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8358,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8359,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8360,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8361,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8362,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8363,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8364,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8365,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8366,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8367,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8368,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8369,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8370,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8371,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8372,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8373,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8374,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8375,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8376,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8377,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8378,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8379,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8380,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8381,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8382,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8383,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8384,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8385,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8386,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8387,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8388,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8389,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8390,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8391,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8392,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8393,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8394,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8395,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8396,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8397,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8398,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8399,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8400,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8401,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8402,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8403,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8404,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8405,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8406,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8407,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8408,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8409,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8410,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8411,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8412,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8413,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8414,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8415,0.2,0.3,0.5,8,3,100,300,100,100,100,100,100,100,0,1,1,False
8416,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8417,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8418,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8419,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8420,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8421,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8422,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8423,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,0,False
8424,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8425,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8426,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8427,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8428,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8429,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8430,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8431,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8432,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8433,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8434,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8435,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8436,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8437,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8438,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8439,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8440,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8441,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8442,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8443,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8444,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8445,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8446,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8447,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8448,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8449,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8450,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8451,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8452,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8453,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8454,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8455,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8456,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8457,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8458,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8459,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8460,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8461,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8462,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8463,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8464,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8465,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8466,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8467,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8468,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8469,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8470,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8471,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8472,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8473,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8474,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8475,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8476,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8477,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8478,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8479,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8480,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8481,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8482,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8483,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8484,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8485,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8486,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8487,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8488,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8489,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8490,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8491,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8492,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8493,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8494,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8495,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8496,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8497,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8498,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8499,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,2,False
8500,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8501,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8502,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8503,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8504,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8505,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8506,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8507,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8508,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8509,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8510,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8511,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8512,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8514,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8515,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8516,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8519,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8520,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8521,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8522,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8526,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,0,False
8527,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
9001,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
9002,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
9003,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
9009,1,1,1,3,3,300,600,66,300,66,300,0,0,0,0,1,False
9901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9992,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
9993,1,1,1,3,3,200,700,100,100,71,71,0,0,0,0,1,False
9994,1,1,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
9995,1,1,1,3,3,200,500,66,100,66,100,0,0,0,0,1,True
9996,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
9997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9998,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
10001,1.1,1.6,2,3,3,320,900,66,100,66,100,0,0,120,0,1,False
10002,2,2.4,4,3,3,320,900,66,100,66,100,0,0,60,0,1,False
11001,1,1.5,1.5,3,3,250,550,66,80,66,91,0,0,0,0,1,False
11002,0.9,1.3,1.5,3,3,250,550,66,80,66,91,0,0,0,0,1,False
11003,0.6,0.8,0.8,3,3,250,550,66,80,66,91,0,0,0,0,1,False
11004,0.7,0.8,0.8,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11005,0.5,0.7,0.7,8,3,200,500,100,100,100,100,70,110,0,1,1,True
11006,0.3,0.6,0.5,8,3,200,500,100,100,100,100,100,100,0,1,1,True
11007,1,1.2,1.3,3,3,200,500,66,125,66,125,0,0,0,0,1,False
11008,1,1.3,1.5,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11009,1.9,2.4,2.5,3,3,200,500,66,125,66,125,0,0,0,1,2,False
11010,1,1,1,3,3,200,600,66,222,66,185,0,0,0,0,1,False
11011,1,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
11012,0.8,0.8,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11013,0.3,0.6,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
11014,1,1,1,3,3,200,500,66,100,66,100,0,0,0,1,1,True
11015,0.5,1,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11016,1,1.3,1,2,3,200,500,100,100,100,100,150,160,0,1,1,True
11017,1,1.4,2,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11018,1,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
11019,1,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
11020,1,1,1,3,3,200,600,66,100,66,83,0,0,0,0,1,False
11021,3,2.2,2,3,3,200,600,67,143,66,119,0,0,0,0,2,False
11022,1.1,1.6,2,3,3,320,900,66,300,66,300,0,0,120,0,1,False
11023,1,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
11024,1,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11025,1,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11026,1,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11027,0.5,0.6,0.3,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11028,1,1.25,1.3,3,3,200,600,66,100,80,100,0,0,0,0,2,False
11029,1,1.2,1,3,3,200,500,66,100,66,100,0,0,0,1,1,False
11030,0.8,1,1,3,3,200,600,66,150,66,150,0,0,0,0,1,False
11031,0.6,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11032,1,1.2,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11033,0.3,0.6,0.5,8,3,200,500,100,100,100,100,100,100,0,1,1,True
11034,0.5,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11035,0.5,1,1,3,3,200,500,80,120,80,120,0,0,0,0,1,False
11036,2.3,1.4,3,3,3,280,600,50,200,50,200,0,0,0,1,2,False
11037,1,0.8,1.7,3,3,200,550,80,120,80,120,0,0,0,0,2,False
11038,0.8,1,1,3,3,200,550,100,100,100,100,0,0,0,0,1,False
11039,1.5,1,1,3,3,320,640,66,300,66,100,0,0,240,1,1,False
11040,0.7,0.8,0.8,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11041,1,1,0.6,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11042,1.7,1.17,1.1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11043,1,0.61,1,3,3,200,500,83,143,83,143,0,0,0,1,1,False
11044,1.8,1.1,1.8,3,3,320,900,66,300,66,300,0,0,240,1,1,False
11045,4.4,2.8,2.4,3,3,200,600,66,100,66,100,0,0,0,1,2,False
11046,1,1,1,3,3,200,500,80,120,80,120,0,0,0,0,1,False
11047,0.68,0.6,0.4,3,3,240,240,66,200,66,200,0,0,0,0,1,False
11048,1,0.8,1.7,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11049,2.2,1,0.65,3,3,200,600,66,100,66,100,0,0,0,1,2,False
11050,0.8,0.84,0.7,3,3,200,600,100,100,100,100,0,0,0,1,2,False
11051,0.95,0.7,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
11052,0.4,0.55,0.55,3,3,200,600,100,100,100,100,0,0,0,0,2,False
11053,1.316,1.18,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
11054,1.819,1.17,1.2,3,3,200,240,66,100,66,120,0,0,0,0,1,False
11055,1.9,1.55,2.5,3,3,200,500,66,125,66,125,0,0,0,1,2,False
11056,0.35,0.84,0.7,3,3,200,600,100,100,100,100,0,0,0,1,1,False
11057,0.5,0.74,0.5,3,3,240,600,66,200,66,200,0,0,51,0,0,False
11058,1,1,1,3,3,100,100,66,100,66,100,0,0,0,0,1,False
11059,1,1.5,4,3,3,100,100,66,100,66,100,0,0,0,0,1,False
11060,4.3,3.1,5,3,3,600,900,66,100,66,100,0,0,0,0,2,False
11061,2.5,1.2,1.1,3,3,320,900,100,100,100,100,0,0,110,1,1,False
11062,3,1,1,3,3,240,600,100,100,100,100,0,0,0,1,1,False
11063,2.2,0.8,0.8,3,3,200,600,66,100,66,100,0,0,0,1,2,False
11064,1.2,1.3,1.3,3,3,100,100,66,100,66,100,0,0,0,0,1,False
11065,1.18,0.75,0.75,3,3,200,500,100,100,100,100,0,0,0,1,2,False
11066,7.5,3.4,5,3,3,100,170,66,100,66,100,0,0,0,0,2,False
11067,0.5,1.25,1.1,3,3,240,600,66,200,66,200,0,0,42,0,0,False
11068,4.5,3.3,4,3,3,200,900,85,120,85,120,0,0,0,0,2,False
11069,1,0.45,0.55,3,3,320,900,66,100,66,100,0,0,55,1,1,False
11070,2.5,1.8,2.4,3,3,200,600,100,120,66,120,0,0,0,0,1,False
11071,1,1.3,1.4,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11072,1,1.3,1.4,3,3,200,500,60,100,66,100,0,0,0,0,1,False
11073,0.6,0.8,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
11074,0.8,0.45,0.55,3,3,200,550,100,100,100,100,0,0,0,0,1,False
11075,1.9,1.55,2.2,3,3,200,500,66,125,66,125,0,0,0,1,2,False
11076,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
11077,3.5,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
11078,1.5,1,1.1,3,3,240,600,66,200,90,200,0,0,0,0,1,False
11079,1.5,1,1.1,3,3,240,460,66,200,95,200,0,0,0,0,1,False
11080,1.5,1,1,3,3,240,520,66,200,100,200,0,0,0,0,1,False
11081,1.5,1,0.44,3,3,200,500,66,300,100,300,0,0,0,0,2,False
11082,1.5,1,1.1,3,3,240,600,66,200,90,200,0,0,0,0,1,False
11083,1.2,0.9,0.9,3,3,240,390,66,200,66,200,0,0,0,0,1,False
11084,4.5,1.5,0,3,3,240,900,100,100,100,100,0,0,0,0,2,False
11085,6,5,8,3,3,200,730,100,100,81,81,0,0,0,1,2,False
11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
20101,0.5,1,1,3,3,240,600,66,200,66,200,0,0,46,0,0,False
20104,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
20201,0.5,0.9,0.9,3,3,240,600,66,200,66,200,0,0,51,0,0,False
20204,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
20301,0.5,1.12,1.1,3,3,240,600,66,200,66,200,0,0,40,0,0,False
20401,0.5,1.05,1,3,3,240,600,66,200,66,200,0,0,46,0,0,False
20501,0.5,1.16,1.1,3,3,240,600,66,200,66,200,0,0,39,0,0,False
20504,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
20601,0.5,1.1,1.1,3,3,240,600,66,200,66,200,0,0,43,0,0,False
20604,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
20701,0.5,0.98,1,3,3,240,600,66,200,66,200,0,0,53,0,0,False
20801,0.5,0.93,0.9,3,3,240,600,66,200,66,200,0,0,59,0,0,False
20804,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
20901,0.5,1.3,1.1,3,3,240,600,66,200,66,200,0,0,42,0,0,False
21001,0.5,1.2,1.1,3,3,240,600,66,200,66,200,0,0,35,0,0,False
21101,0.5,0.6,0.4,3,3,240,600,66,200,66,200,0,0,74,0,0,False
21201,0.5,0.6,0.4,3,3,240,600,66,200,66,200,0,0,74,0,0,False
21301,0.5,1.16,1.1,3,3,240,600,66,200,66,200,0,0,40,0,0,False
21304,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
21401,0.5,0.9,0.8,3,3,240,600,66,200,66,200,0,0,58,0,0,False
21404,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
21501,0.5,1.25,1.1,3,3,240,600,66,200,66,200,0,0,42,0,0,False
21601,0.5,1,0.9,3,3,240,600,66,200,66,200,0,0,42,0,0,False
21701,0.5,1,1,3,3,240,600,66,200,66,200,0,0,51,0,0,False
21801,0.5,1.03,1.03,3,3,240,600,66,200,66,200,0,0,51,0,0,False
29104,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
29204,0.5,0.5,0.5,3,3,130,600,66,200,66,200,0,0,0,0,0,False
