#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
536,Meister Messer,NONE,3,1,0,0,0,1,4393,532,0,4936,11520,400,360,634,100,10,0,0,0,2,0,0,0,8,0,10,35,25,1,1,True,False,True,False,True,False,True,True
537,Dunstwölkchen[p] der Dunkelheit,Dunstwölkchen[p] der Dunkelheit,4,1,0,1,2,0,4394,232,0,4937,2101,600,0,620,100,10,0,0,0,1,0,0,0,8,0,20,31,30,1,2,False,True,False,True,False,False,True,True
538,Themis-Puppe,Themis-Puppen,3,1,0,1,1,0,4395,533,0,4938,9051,500,30,613,100,10,0,0,0,1,0,0,0,8,0,15,23,20,1,3,False,True,False,True,False,False,True,True
539,Dämmertuff,Dämmertuff,3,1,0,1,0,0,4396,534,0,4939,11033,460,0,620,100,10,0,0,0,1,0,0,0,8,0,10,42,20,1,4,False,True,False,True,False,False,True,True
540,Psamathe,NONE,3,1,0,0,0,1,4438,535,0,4949,1115,470,0,620,100,0,10,0,0,2,19,1,1,8,0,25,31,30,1,2,True,False,True,False,True,False,True,True
541,Naiad,NONE,3,1,0,0,0,1,4439,535,0,4950,1115,430,360,625,100,0,10,0,0,2,19,1,2,8,0,20,25,20,1,2,True,False,True,False,True,False,True,True
542,Deimos,NONE,3,1,0,0,0,1,4440,535,0,4951,1115,410,120,605,100,0,10,0,0,2,19,1,0,8,0,25,38,30,1,2,True,False,True,False,True,False,True,True
543,mantelig[a] Pavian,mantelig[a] Paviane,4,2,0,1,0,0,4485,536,0,4942,3044,590,0,620,100,10,0,0,0,2,0,0,0,8,0,20,34,30,1,1,True,False,True,False,True,False,True,False
544,Uhrwerk-Unterdrücker,Uhrwerk-Unterdrücker,4,2,0,1,0,0,4486,537,0,4943,11034,660,360,634,100,10,0,0,0,1,0,0,0,8,0,30,35,25,2,4,False,True,False,True,False,False,True,True
545,Ja Tiika-Blättrich,Ja Tiika-Blättriche,4,2,0,1,0,0,4487,538,0,4944,1114,500,30,606,100,10,0,0,0,2,0,0,0,8,0,25,23,20,1,2,True,False,True,False,True,False,True,True
546,Gulool Ja Ja-Puppe[p],Gulool Ja Ja-Puppen[p],3,1,0,1,1,0,4488,539,0,4945,9052,480,360,617,100,10,0,0,0,1,0,0,0,8,0,20,11,30,1,3,False,True,False,True,False,False,True,True
547,Mini-Minimecha,Mini-Minimechas,4,1,0,1,0,0,4437,540,0,4948,11035,390,120,622,100,10,0,0,0,1,0,0,0,8,0,15,26,20,1,4,False,True,False,True,False,False,True,True
548,Pfennigkröte,Pfennigkröten,3,1,0,1,1,0,4441,541,0,4952,1116,320,120,609,100,10,0,0,0,2,0,0,0,8,0,10,19,30,1,2,True,False,True,False,True,False,True,True
549,royal[a] Hund,royal[a] Hunde,4,2,0,1,0,0,4491,542,0,4953,3045,400,0,620,100,10,0,0,0,2,0,0,0,8,0,15,21,20,1,1,True,False,True,False,True,False,True,True
550,Skalla-Uolosapa,Skalla-Uolosapa,3,1,0,1,0,0,4515,90,0,4941,5012,650,30,601,100,10,0,0,0,2,2,0,0,8,0,20,1,20,1,1,True,False,True,False,True,False,True,True
551,Saikrii-Küken,Saikrii-Küken,4,1,0,1,2,0,4626,366,0,4954,13021,455,30,621,100,10,10,0,0,2,0,0,0,8,0,30,14,20,2,1,True,False,True,False,True,False,True,False
552,Vitalitätswespe,Vitalitätswespen,3,1,0,1,1,0,4627,366,0,4955,13021,430,360,615,100,10,10,0,0,2,0,0,0,8,0,25,27,30,1,1,True,False,False,True,True,False,True,False
553,Zwergsternenläufer,Zwergsternenläufer,4,2,0,1,0,0,4628,540,0,4956,11036,650,0,620,100,10,0,0,0,1,0,0,0,8,0,30,37,20,1,4,False,True,False,True,False,False,True,True
554,Aufzieh-Yok Huy,Aufzieh-Yok Huy,3,1,0,1,0,0,4629,543,0,4957,6008,500,120,608,100,10,0,0,0,1,0,0,0,8,0,20,19,30,1,3,False,True,False,True,False,False,True,True
555,rot[a] Aufzieh-Gobmaschine,rot[a] Aufzieh-Gobmaschinen,3,1,0,1,1,0,4630,544,0,4958,11037,410,0,620,100,10,0,0,0,1,0,0,0,8,0,15,31,30,1,4,False,True,False,True,False,False,True,True
556,blau[a] Aufzieh-Gobmaschine,blau[a] Aufzieh-Gobmaschinen,3,1,0,1,1,0,4631,544,0,4959,11038,550,30,604,100,10,0,0,0,1,0,0,0,8,0,25,1,20,1,4,False,True,False,True,False,False,True,True
557,Eald'narche-Puppe,Eald'narche-Puppen,3,1,0,1,1,0,4632,545,0,4960,2112,380,360,634,100,10,0,0,0,1,0,0,0,8,0,15,36,30,1,2,False,True,False,True,False,False,True,True
558,Rroneek-Kälbchen,Rroneek-Kälbchen,4,1,0,1,2,0,4633,546,0,4961,1117,800,360,617,100,10,0,0,0,2,0,0,0,8,0,30,11,20,1,1,True,False,True,False,True,False,True,True
559,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
560,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
561,Mini-Krähe,Mini-Krähen,3,1,0,1,1,0,4636,548,0,4964,5015,560,120,609,100,10,0,0,0,2,2,0,0,8,0,25,38,20,1,1,True,False,True,False,True,False,True,True
562,Feo Ul,Feo Ul,3,1,0,1,1,0,4637,400,0,4965,7016,400,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,30,1,3,False,True,False,True,False,False,True,True
563,Manta-Manta,Manta-Mantas,4,1,0,1,0,0,4638,549,0,4966,4017,750,120,608,100,10,0,0,0,2,5,0,0,8,0,30,19,30,1,1,True,False,True,False,True,False,True,True
564,Mini-Putschi,Mini-Putschis,4,1,0,1,2,0,4489,550,0,4946,1118,360,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,20,1,2,True,False,True,False,True,False,True,True
565,Bettelcätzchen,Bettelcätzchen,4,1,0,1,2,0,4490,551,0,4947,1119,550,120,605,100,10,0,0,0,2,0,0,0,8,0,20,28,20,1,2,True,False,True,False,True,False,True,True
566,Sündenbiber,Sündenbiber,4,1,0,1,0,0,4708,391,0,4967,6004,440,30,621,100,10,5,0,0,2,0,0,0,8,0,15,14,20,1,1,True,False,True,False,True,False,True,True
567,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
568,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
569,Droningway,Droningways,3,1,0,0,0,1,4807,540,0,4970,11039,400,120,608,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,4,False,True,False,True,False,False,True,False
570,G-Krieger[p] MGSD,G-Krieger[p] MGSD,4,2,0,1,0,0,4808,554,0,4971,8304,400,0,620,100,10,0,0,0,1,0,0,0,8,0,15,45,60,1,3,False,True,False,True,False,False,True,False
571,La Noscea-Kurzhaar[p],La Noscea-Kurzhaare[p],4,2,0,1,2,0,4809,555,0,4972,3046,540,120,605,100,10,0,0,0,2,0,0,0,8,0,20,20,20,1,1,True,False,True,False,True,False,True,False
572,brav[a] Schäferhund,brav[a] Schäferhunde,4,2,0,1,0,0,4810,556,0,4973,3047,520,0,620,100,10,0,0,0,2,0,0,0,8,0,25,9,20,1,1,True,False,True,False,True,False,True,False
573,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
575,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
576,Hüpfis Khan,Hüpfis Khans,3,1,0,0,0,1,4814,557,0,4977,2013,580,0,620,100,10,10,0,0,1,0,0,0,8,0,30,46,20,2,3,False,True,False,True,False,False,True,False
577,Nebelkondor,Nebelkondore,4,2,0,1,0,0,4815,558,0,4978,5016,320,0,620,100,10,0,0,0,2,2,0,0,8,0,10,31,30,1,1,True,False,True,False,True,False,True,False
578,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
579,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
580,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
581,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
582,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
