#,Icon,PlaceNameSubtext,DataKey,MapMarkerUnlockedBit,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0
40.24,60441,40,13,0,1505,1187,4,0,0,1,4
40.25,60441,43,21,0,1289,1008,4,0,0,1,26
40.26,60456,370,0,0,697,930,1,0,0,0,255
40.27,60456,371,0,0,722,1328,1,0,0,0,255
40.28,60339,728,0,0,522,695,1,0,0,0,255
40.29,0,29,12,0,452,720,1,0,0,1,32
40.30,60311,593,0,0,778,1398,4,0,0,0,255
40.31,60551,0,0,0,733,1427,2,0,0,0,255
40.32,60434,0,0,0,712,1415,2,0,0,0,255
40.33,60434,0,0,0,1235,1158,2,0,0,0,255
40.34,60412,0,0,0,1235,1187,2,0,0,0,255
40.35,60453,0,17,0,1092,795,2,0,0,3,255
40.36,60311,593,0,0,1088,835,3,0,0,0,255
40.37,60412,0,0,0,1072,787,2,0,0,0,255
40.38,60434,0,0,0,1068,760,2,0,0,0,255
40.39,60434,0,0,0,717,876,2,0,0,0,255
40.40,60311,593,0,0,611,697,3,0,0,0,255
40.41,60434,0,0,0,557,644,2,0,0,0,255
40.42,60412,0,0,0,567,680,2,0,0,0,255
40.43,60551,0,0,0,553,683,2,0,0,0,255
40.44,60551,0,0,0,1059,758,2,0,0,0,255
40.45,60442,626,0,0,1489,1183,1,0,0,0,255
40.46,60442,472,0,0,543,638,1,0,0,0,255
40.47,60441,427,83,0,1340,1260,3,0,0,1,0
40.48,0,0,0,0,0,0,0,0,0,0,255
40.49,0,0,0,0,0,0,0,0,0,0,255
40.50,0,0,0,0,0,0,0,0,0,0,255
40.51,0,0,0,0,0,0,0,0,0,0,0
40.52,0,0,0,0,0,0,0,0,0,0,0
40.53,0,0,10,0,1137,1095,8,0,0,2,255
40.54,60935,0,0,0,560,703,0,0,0,0,255
40.55,0,0,0,0,0,0,0,0,0,0,255
40.56,0,0,0,0,0,0,0,0,0,0,255
41.0,0,250,0,0,798,1188,4,0,1,0,255
41.1,0,251,0,0,740,1403,4,0,1,0,255
41.2,0,252,0,0,1140,938,4,0,1,0,255
41.3,0,253,0,0,1320,1215,4,0,1,0,255
41.4,0,299,0,0,782,1028,4,0,0,0,255
41.5,60448,300,0,0,629,1141,2,0,0,0,255
41.6,60442,301,0,0,690,784,4,0,0,0,255
41.7,60442,302,0,0,515,1024,4,0,0,0,255
41.8,0,303,0,0,438,646,4,0,0,0,255
41.9,60448,304,0,0,477,769,4,0,0,0,255
41.10,60414,305,0,0,685,1453,4,0,0,0,255
41.11,60442,306,0,0,947,1302,4,0,0,0,255
41.12,60448,307,0,0,1043,1004,4,0,0,0,255
41.13,0,308,0,0,1203,1088,4,0,0,0,255
41.14,60442,309,0,0,1209,689,4,0,0,0,255
41.15,60442,310,0,0,1343,1039,4,0,0,0,255
41.16,60442,311,0,0,1171,1432,4,0,0,0,255
41.17,60441,56,6,0,1394,728,4,0,0,1,41
41.18,60441,43,21,0,460,1366,4,0,0,1,25
41.19,60441,45,23,0,846,1515,4,0,0,1,17
41.20,60453,0,18,0,637,1166,2,0,0,3,255
41.21,60311,593,0,0,600,1130,1,0,0,0,255
41.22,60551,0,0,0,653,1122,2,0,0,0,255
41.23,60412,0,0,0,642,1115,2,0,0,0,255
41.24,60434,0,0,0,617,1120,2,0,0,0,255
41.25,60412,0,0,0,641,1194,2,0,0,0,255
41.26,60311,593,0,0,495,824,3,0,0,0,255
41.27,60434,0,0,0,488,785,2,0,0,0,255
41.28,60412,0,0,0,1068,1016,2,0,0,0,255
41.29,0,0,0,0,0,0,0,0,0,0,0
41.30,0,0,0,0,0,0,0,0,0,0,0
41.31,0,0,0,0,0,0,0,0,0,0,0
41.32,0,0,0,0,0,0,0,0,0,0,0
42.0,0,254,0,0,893,488,4,0,1,0,255
42.1,0,255,0,0,900,1046,4,0,1,0,255
42.2,0,256,0,0,619,976,4,0,1,0,255
42.3,0,257,0,0,861,1600,4,0,1,0,255
42.4,60414,312,0,0,1213,573,4,0,0,0,255
42.5,60448,313,0,0,890,607,4,0,0,0,255
42.6,0,314,0,0,754,807,4,0,0,0,255
42.7,60442,315,0,0,1119,481,4,0,0,0,255
42.8,60442,316,0,0,1061,881,4,0,0,0,255
42.9,60442,318,0,0,844,1186,4,0,0,0,255
42.10,60442,319,0,0,1194,1260,4,0,0,0,255
42.11,60449,320,0,0,1486,926,2,0,1,0,255
42.12,60442,321,0,0,558,1088,4,0,0,0,255
42.13,60442,322,0,0,689,1285,3,0,0,0,255
42.14,60448,323,0,0,725,1416,4,0,0,0,255
42.15,60442,324,0,0,922,1750,4,0,0,0,255
42.16,60441,43,21,0,593,594,4,0,0,1,27
42.17,60441,44,22,0,995,258,4,0,0,1,19
42.18,60453,0,19,0,865,607,2,0,0,3,255
42.19,60311,593,0,0,844,614,1,0,0,0,255
42.20,60551,0,0,0,839,597,2,0,0,0,255
42.21,60434,0,0,0,868,587,2,0,0,0,255
42.22,60453,0,20,0,697,1430,2,0,0,3,255
42.23,60311,593,0,0,716,1444,3,0,0,0,255
42.24,60551,0,0,0,711,1452,2,0,0,0,255
42.25,60412,0,0,0,748,1453,2,0,0,0,255
42.26,60434,0,0,0,749,1402,2,0,0,0,255
42.27,60412,0,0,0,671,1282,2,0,0,0,255
42.28,60442,470,0,0,554,1115,3,0,0,0,255
42.29,60442,471,0,0,700,1262,4,0,0,0,255
42.30,60442,482,0,0,1118,647,2,0,0,0,255
42.31,60935,0,0,0,1112,655,2,0,0,0,255
42.32,60434,0,0,0,1121,640,2,0,0,0,255
42.33,60467,0,0,0,554,1110,3,0,0,0,255
42.34,60467,0,0,0,740,1262,2,0,0,0,255
42.35,0,0,43,0,1217,573,8,0,0,2,255
42.36,0,0,0,0,0,0,0,0,0,0,0
42.37,0,0,0,0,0,0,0,0,0,0,0
42.38,0,0,0,0,0,0,0,0,0,0,255
43.0,0,258,0,0,1082,1169,4,0,1,0,255
43.1,0,259,0,0,825,770,4,0,1,0,255
43.2,0,260,0,0,629,728,4,0,1,0,255
43.3,60448,325,0,0,1043,1440,4,0,0,0,255
43.4,60442,326,0,0,1071,1241,4,0,0,0,255
43.5,60442,327,0,0,932,1264,4,0,0,0,255
43.6,60442,328,0,0,1269,1086,4,0,0,0,255
43.7,60442,329,0,0,1215,968,4,0,0,0,255
43.8,60442,329,0,0,1157,1036,4,0,0,0,255
43.9,60442,329,0,0,967,824,4,0,0,0,255
43.10,0,330,0,0,828,1109,4,0,0,0,255
43.11,60448,331,0,0,972,1042,3,0,0,0,255
43.12,60442,332,0,0,723,666,4,0,0,0,255
43.13,60414,333,0,0,728,798,3,0,0,0,255
43.14,0,334,0,0,1336,1273,4,0,0,0,255
43.15,60441,43,21,0,1058,1541,3,0,0,1,24
43.16,60453,0,21,0,1045,1478,2,0,0,3,255
43.17,60311,593,0,0,1080,1470,2,0,0,0,255
43.18,60453,0,22,0,997,993,2,0,0,3,255
43.19,60311,593,0,0,984,966,2,0,0,0,255
43.20,60434,0,0,0,994,1499,2,0,0,0,255
43.21,60434,0,0,0,1021,1057,2,0,0,0,255
43.22,60441,67,25,0,930,616,4,0,0,1,14
43.23,60551,0,0,0,1084,1458,2,0,0,0,255
43.24,60551,0,0,0,975,980,2,0,0,0,255
43.25,0,0,0,0,0,0,0,0,0,0,0
43.26,0,0,0,0,0,0,0,0,0,0,0
43.27,0,0,0,0,0,0,0,0,0,0,0
43.28,60414,430,0,56,911,1054,1,0,0,0,255
43.29,0,0,0,0,0,0,0,0,0,0,0
44.0,60447,850,40,0,653,605,2,0,0,1,4
44.1,0,673,0,0,560,593,4,0,0,0,255
45.0,0,674,0,0,779,671,4,0,0,0,255
45.1,0,675,0,0,1035,733,4,0,0,0,255
45.2,60442,678,0,0,719,722,3,0,0,0,255
45.3,60442,679,0,0,1122,844,4,0,0,0,255
45.4,60446,849,34,0,659,611,1,0,0,1,0
45.5,60447,372,41,0,1140,1034,2,0,0,1,0
46.0,60446,850,40,0,1145,1037,4,0,0,1,5
46.1,0,676,0,0,1142,1124,4,0,0,0,255
46.2,0,677,0,0,915,1304,4,0,0,0,255
46.3,60442,680,0,0,1082,1250,4,0,0,0,255
46.4,60442,681,0,0,821,1034,4,0,0,0,255
47.0,60442,692,0,0,1094,1292,4,0,0,0,255
47.1,60442,693,0,0,696,776,4,0,0,0,255
47.2,60442,694,0,0,504,1066,4,0,0,0,255
48.0,60447,855,43,0,793,1082,3,0,0,1,0
48.1,60442,814,0,0,778,1025,4,0,0,0,255
49.0,60446,854,42,0,793,1077,2,0,0,1,0
49.1,60447,856,44,0,1202,861,4,0,0,1,0
49.2,60447,856,44,0,1202,1178,3,0,0,1,1
49.3,60442,815,0,0,875,900,4,0,0,0,255
49.4,60442,816,0,0,1087,1025,3,0,0,0,255
49.5,60442,818,0,0,1184,950,4,0,0,0,255
49.6,60442,819,0,0,1184,1101,3,0,0,0,255
49.7,60442,820,0,0,1301,958,4,0,0,0,255
49.8,60442,821,0,0,1301,1093,3,0,0,0,255
49.9,60442,822,0,0,1239,1025,4,0,0,0,255
49.10,60442,823,0,0,1405,1025,3,0,0,0,255
49.11,60442,824,0,0,1405,960,4,0,0,0,255
49.12,60442,825,0,0,1498,1025,4,0,0,0,255
50.0,60446,855,43,0,1202,868,4,0,0,1,1
50.1,60446,855,43,0,1204,1172,3,0,0,1,2
50.2,60442,817,0,0,1135,1011,1,0,0,0,255
51.0,60442,428,0,0,823,955,2,0,0,0,255
51.1,0,429,0,0,1245,888,2,0,0,0,255
51.2,0,430,0,0,701,980,2,0,0,0,255
51.3,60442,431,0,0,1000,1440,2,0,0,0,255
51.4,0,432,0,0,905,1349,2,0,0,0,255
51.5,60442,433,0,0,1009,1068,3,0,0,0,255
51.6,60442,434,0,0,1053,933,2,0,0,0,255
51.7,0,435,0,0,1224,569,2,0,0,0,255
51.8,60442,436,0,0,890,567,2,0,0,0,255
51.9,60442,437,0,0,828,435,3,0,0,0,255
51.10,0,438,0,0,1222,1197,2,0,0,0,255
52.0,60442,447,0,0,1167,1023,1,0,0,0,255
52.1,60442,442,99,0,1415,1013,2,0,0,1,0
53.0,60442,441,56,0,1412,1033,1,0,0,1,1
53.1,0,448,0,0,1407,946,1,0,0,0,255
54.0,0,449,0,0,1335,880,1,0,0,0,255
54.1,60442,444,101,0,1431,904,2,0,0,1,4
54.2,60442,445,102,0,1334,947,1,0,0,1,2
55.0,60442,445,102,0,1382,1026,1,0,0,1,5
55.1,0,450,0,0,1232,1108,1,0,0,0,255
55.2,60442,451,0,0,1414,1026,4,0,0,0,255
55.3,60447,445,102,0,1468,1124,1,0,0,1,0
55.4,60442,443,100,0,1479,970,1,0,0,1,1
56.0,60442,456,0,0,1156,1025,2,0,0,0,255
56.1,0,445,102,0,1186,1045,2,0,0,1,1
56.2,60442,454,0,0,860,1025,4,0,0,0,255
56.3,60442,453,0,0,762,1025,1,0,0,0,255
56.4,60442,457,0,0,181,1025,4,0,0,0,255
56.5,0,455,0,0,1035,999,4,0,0,0,255
57.0,60446,444,101,0,1470,1132,2,0,0,1,3
57.1,60442,446,103,0,1389,1026,2,0,0,1,1
57.2,60442,443,100,0,1324,962,1,0,0,1,2
57.3,0,452,0,0,1409,964,1,0,0,0,255
57.4,60442,458,0,0,1279,925,1,0,0,0,255
57.5,60442,444,101,0,1375,1026,1,0,0,1,0
57.6,60442,474,0,0,1355,896,2,0,0,0,255
58.0,60442,1332,0,0,1320,952,2,0,0,0,255
58.1,60442,1331,0,0,886,816,1,0,0,0,255
58.2,60442,694,0,0,1324,1474,2,0,0,0,255
58.3,60442,693,0,0,506,1058,4,0,0,0,255
59.0,60453,378,9,0,736,688,3,0,0,3,255
59.1,60442,613,0,0,1107,707,1,0,0,0,255
59.2,60311,593,0,0,1134,725,2,0,0,0,255
59.3,60441,43,21,0,1111,695,4,0,0,1,28
59.4,60441,42,20,0,662,998,1,0,0,1,24
59.5,60441,41,14,0,1211,805,2,0,0,1,0
59.6,60441,41,14,0,1146,852,2,0,0,1,1
59.7,60441,41,14,0,1001,939,2,0,0,1,2
59.8,60441,41,14,0,788,1006,2,0,0,1,3
59.9,60441,41,14,0,788,1042,2,0,0,1,4
59.10,60569,614,0,0,746,823,4,0,0,0,255
59.11,60412,625,0,0,701,1031,3,0,0,0,255
59.12,60344,630,0,0,587,1179,3,0,0,0,255
59.13,60442,628,0,0,761,1230,4,0,0,0,255
59.14,60347,619,0,0,874,925,3,0,0,0,255
59.15,60314,616,0,0,1067,858,4,0,0,0,255
59.16,60436,617,0,0,1078,862,3,0,0,0,255
59.17,60442,641,0,0,984,931,1,0,0,0,255
59.18,0,621,0,0,826,822,4,0,0,0,255
59.19,0,640,0,0,980,870,4,0,0,0,255
59.20,60442,626,0,0,662,988,1,0,0,0,255
59.21,60412,642,0,0,886,800,2,0,0,0,255
59.22,60430,0,773,0,715,1167,2,0,0,4,255
59.23,60434,0,0,0,714,974,2,0,0,0,255
59.24,60551,0,0,0,971,898,2,0,0,0,255
59.25,60434,0,0,0,1092,857,2,0,0,0,255
59.26,60427,0,0,0,967,882,2,0,0,0,255
59.27,60430,0,772,0,1150,790,2,0,0,4,255
59.28,0,698,73,0,964,941,2,0,0,1,7
59.29,0,654,0,0,946,951,2,0,0,0,255
59.30,60412,0,0,0,959,854,2,0,0,0,255
59.31,60460,0,0,0,731,841,2,0,0,0,255
59.32,60412,0,0,0,737,807,2,0,0,0,255
59.33,60935,0,0,0,718,832,2,0,0,0,255
59.34,60571,0,0,0,722,839,2,0,0,0,255
59.35,60581,0,0,0,794,809,2,0,0,0,255
59.36,60467,0,0,0,978,928,3,0,0,0,255
59.37,60442,1801,0,0,717,824,1,0,0,0,255
59.38,0,0,27,0,1078,862,8,0,0,2,255
59.39,0,0,309,0,717,824,8,0,0,2,255
59.40,63922,0,0,0,861,811,2,0,0,0,255
59.41,63919,0,0,231,813,732,2,0,0,0,255
59.42,60412,0,0,2,1062,813,2,0,0,0,255
60.0,60441,40,13,0,1209,794,4,0,0,1,5
60.1,60441,40,13,0,1145,856,4,0,0,1,6
60.2,60441,40,13,0,1007,955,4,0,0,1,7
60.3,60441,40,13,0,796,1006,1,0,0,1,8
60.4,60441,40,13,0,796,1043,1,0,0,1,9
60.5,60441,43,21,0,1353,1111,2,0,0,1,29
60.6,60442,639,0,0,1027,1024,4,0,0,0,255
60.7,60342,623,0,0,856,1079,3,0,0,0,255
60.8,60345,633,0,0,964,1249,3,0,0,0,255
60.9,60346,636,0,0,1007,1347,4,0,0,0,255
60.10,60442,648,0,0,1187,1251,3,0,0,0,255
60.11,60412,631,0,0,906,1156,3,0,0,0,255
60.12,60348,643,0,0,1317,1212,4,0,0,0,255
60.13,60442,645,0,0,1338,1109,4,0,0,0,255
60.14,0,646,0,0,1336,947,4,0,0,0,255
60.15,0,647,0,0,1237,1018,4,0,0,0,255
60.16,0,638,0,0,1077,1232,2,0,0,0,255
60.17,60446,698,73,0,882,1080,2,0,0,1,0
60.18,60446,698,73,0,1174,1002,4,0,0,1,1
60.19,60430,0,774,0,915,1046,2,0,0,4,255
60.20,60430,0,775,0,1090,1246,2,0,0,4,255
60.21,60412,0,0,0,1275,859,2,0,0,0,255
60.22,60412,0,0,0,1282,871,2,0,0,0,255
60.23,60412,0,0,0,1288,886,2,0,0,0,255
60.24,60412,0,0,0,1261,886,2,0,0,0,255
60.25,60412,0,0,0,1270,901,2,0,0,0,255
60.26,60412,0,0,0,1296,1003,2,0,0,0,255
60.27,60434,0,0,0,1298,1023,2,0,0,0,255
60.28,60412,0,0,0,1323,1003,2,0,0,0,255
60.29,60412,0,0,0,1324,1023,2,0,0,0,255
60.30,60412,0,0,0,958,1217,2,0,0,0,255
60.31,60412,0,0,0,1294,1216,2,0,0,0,255
60.32,60430,0,777,0,1204,1141,2,0,0,4,255
60.33,60430,0,788,0,984,1170,2,0,0,4,255
60.34,60425,0,0,0,1247,880,2,0,0,0,255
60.35,60426,0,0,0,1238,879,2,0,0,0,255
60.36,60460,0,0,0,1282,942,2,0,0,0,255
60.37,60425,0,0,0,1261,839,2,0,0,0,255
60.38,60425,0,0,0,1322,935,2,0,0,0,255
60.39,60425,0,0,0,1330,1050,2,0,0,0,255
60.40,60442,1352,0,0,1089,1340,2,0,0,0,255
60.41,0,427,83,0,1154,1360,2,0,0,1,53
60.42,60570,0,0,0,1273,834,2,0,0,0,255
60.43,60570,0,0,0,1235,858,2,0,0,0,255
60.44,60570,0,0,0,1309,929,2,0,0,0,255
60.45,60570,0,0,0,1319,960,2,0,0,0,255
60.46,60570,0,0,0,1334,1042,2,0,0,0,255
60.47,60935,0,0,0,1166,1217,2,0,0,0,255
60.48,60442,622,0,0,846,1024,4,0,0,0,255
60.49,60935,0,0,0,1162,1220,2,0,0,0,255
60.50,60910,0,0,0,1326,952,2,0,0,0,255
60.51,60935,0,0,0,1327,990,2,0,0,0,255
60.52,60935,0,0,0,1327,983,2,0,0,0,255
60.53,60430,0,2283,0,1287,965,2,0,0,4,255
60.54,60983,0,0,68,1159,1197,2,0,0,0,255
60.55,60983,0,0,69,1059,1225,2,0,0,0,255
60.56,60983,0,0,98,1152,1201,2,0,0,0,255
60.57,60467,0,0,118,1254,1054,2,0,0,0,255
60.58,0,0,0,0,0,0,0,0,0,0,255
61.0,60442,641,0,0,975,959,2,0,0,0,255
61.1,0,698,73,0,1012,974,1,0,0,1,255
61.2,0,40,13,0,1045,989,1,0,0,1,255
61.3,60352,654,0,0,974,1031,4,0,0,0,255
61.4,60467,0,0,0,972,964,3,0,0,0,255
61.5,60414,2936,0,115,975,1049,3,0,0,0,255
61.6,0,0,0,0,0,0,0,0,0,0,0
62.0,60447,373,14,0,894,1061,3,0,0,1,17
62.1,60447,373,14,0,1174,1013,3,0,0,1,18
62.2,60351,650,0,0,801,1294,3,0,0,0,255
62.3,60442,652,0,0,834,1176,2,0,0,0,255
62.4,0,653,0,0,989,1145,3,0,0,0,255
62.5,60430,0,776,0,829,1195,2,0,0,4,255
62.6,60442,641,0,0,981,933,1,0,0,0,255
62.7,0,40,13,0,919,948,1,0,0,1,28
62.8,0,654,0,0,928,963,1,0,0,0,255
62.9,60412,0,0,0,798,1263,2,0,0,0,255
62.10,60430,0,778,0,1037,970,2,0,0,4,255
62.11,60467,0,0,0,985,939,4,0,0,0,255
62.12,0,0,0,0,0,0,0,0,0,0,255
63.0,60442,841,0,0,969,1431,3,0,0,0,255
63.1,60442,842,0,0,737,1339,4,0,0,0,255
64.0,0,0,0,0,0,0,0,0,0,0,255
65.0,60442,843,0,0,668,623,4,0,0,0,255
66.0,60456,476,0,0,1047,1435,2,0,0,0,255
66.1,0,54,4,0,1120,1450,2,0,0,1,43
66.2,60442,1217,0,0,1098,782,1,0,0,0,255
66.3,60442,1218,0,0,1091,660,4,0,0,0,255
66.4,60442,1219,0,0,1278,814,2,0,0,0,255
66.5,60442,1220,0,0,1024,961,2,0,0,0,255
66.6,60442,1221,0,0,956,1348,4,0,0,0,255
66.7,60442,1222,0,0,1021,1401,1,0,0,0,255
66.8,60430,0,1226,0,1098,802,2,0,0,4,255
66.9,60430,1223,1223,0,849,912,3,0,0,4,255
66.10,60430,0,1220,0,996,934,4,0,0,4,255
66.11,60430,1224,1224,0,1237,1197,4,0,0,4,255
66.12,60430,1225,1225,0,889,1235,4,0,0,4,255
66.13,60935,0,0,0,1092,733,2,0,0,0,255
66.14,60412,0,0,0,1079,739,2,0,0,0,255
66.15,0,1115,0,0,1337,892,2,0,0,0,255
66.16,0,1116,0,0,1200,842,2,0,0,0,255
66.17,0,1117,0,0,1284,752,2,0,0,0,255
66.18,0,1118,0,0,1121,883,2,0,0,0,255
66.19,0,1119,0,0,1195,989,2,0,0,0,255
66.20,0,1120,0,0,1332,1075,2,0,0,0,255
66.21,0,1121,0,0,1262,1147,2,0,0,0,255
66.22,0,1122,0,0,1220,1159,2,0,0,0,255
66.23,0,1123,0,0,1293,1235,2,0,0,0,255
66.24,0,1124,0,0,1186,1236,2,0,0,0,255
66.25,0,1125,0,0,1155,1313,2,0,0,0,255
66.26,0,1126,0,0,1170,1089,2,0,0,0,255
66.27,0,1127,0,0,1101,1063,2,0,0,0,255
66.28,0,1128,0,0,1107,1131,2,0,0,0,255
66.29,0,1129,0,0,1067,1205,2,0,0,0,255
66.30,0,1130,0,0,871,1218,2,0,0,0,255
66.31,0,1131,0,0,964,1206,2,0,0,0,255
66.32,0,1132,0,0,980,1132,2,0,0,0,255
66.33,0,1133,0,0,873,1140,2,0,0,0,255
66.34,0,1134,0,0,1024,1045,2,0,0,0,255
66.35,0,1135,0,0,932,1043,2,0,0,0,255
66.36,0,1136,0,0,968,971,2,0,0,0,255
66.37,0,1137,0,0,913,973,2,0,0,0,255
66.38,0,1138,0,0,950,908,2,0,0,0,255
66.39,0,1139,0,0,1038,899,2,0,0,0,255
66.40,0,1140,0,0,986,826,2,0,0,0,255
66.41,0,1141,0,0,813,975,2,0,0,0,255
66.42,0,1142,0,0,759,856,2,0,0,0,255
66.43,0,1143,0,0,812,743,2,0,0,0,255
66.44,0,1144,0,0,950,751,2,0,0,0,255
66.45,60425,0,0,0,1093,758,2,0,0,0,255
66.46,60768,1146,0,0,1102,732,2,0,0,0,255
66.47,60425,0,0,0,1187,1028,2,0,0,0,255
66.48,60425,0,0,0,1208,1260,2,0,0,0,255
66.49,60425,0,0,0,933,1233,2,0,0,0,255
66.50,60425,0,0,0,1010,965,2,0,0,0,255
66.51,60425,0,0,0,872,897,2,0,0,0,255
66.52,60430,1151,1151,0,1212,988,2,0,0,4,255
66.53,60430,0,1222,0,1043,1393,2,0,0,4,255
66.54,0,53,3,0,1120,1470,2,0,0,1,51
66.55,60412,0,0,0,1042,933,2,0,0,0,255
66.56,60570,0,0,0,1065,799,2,0,0,0,255
66.57,60570,0,0,0,1195,1010,2,0,0,0,255
66.58,60570,0,0,0,1193,1260,2,0,0,0,255
66.59,60570,0,0,0,901,1235,2,0,0,0,255
66.60,60570,0,0,0,846,904,2,0,0,0,255
66.61,60570,0,0,0,1005,956,2,0,0,0,255
66.62,60412,0,0,0,1074,744,2,0,0,0,255
66.63,60935,0,0,0,1017,1408,2,0,0,0,255
66.64,60412,0,0,0,1033,1416,2,0,0,0,255
66.65,0,1807,0,0,1535,815,1,0,0,0,255
66.66,60570,0,0,0,1500,819,2,0,0,0,255
66.67,60425,0,0,0,1495,807,2,0,0,0,255
66.68,60430,0,1807,0,1500,783,2,0,0,4,255
66.69,60935,0,0,0,1025,1412,2,0,0,0,255
66.70,0,0,321,0,1528,795,8,0,0,2,255
67.0,60441,42,20,0,999,626,1,0,0,1,47
67.1,60442,1208,0,0,1025,836,4,0,0,0,255
67.2,60442,1209,0,0,1227,789,4,0,0,0,255
67.3,60442,1210,0,0,1041,1049,3,0,0,0,255
67.4,0,1211,0,0,870,1223,2,0,0,0,255
67.5,60442,1212,0,0,854,1291,3,0,0,0,255
67.6,60430,0,1213,0,1010,772,4,0,0,4,255
67.7,60430,1214,1214,0,1267,867,1,0,0,4,255
67.8,60430,1215,1215,0,812,919,1,0,0,4,255
67.9,60430,0,1210,0,1012,1050,4,0,0,4,255
67.10,60430,1153,1153,0,1305,1128,4,0,0,4,255
67.11,60935,0,0,0,998,797,2,0,0,0,255
67.12,60412,0,0,0,1049,849,2,0,0,0,255
67.13,0,1115,0,0,970,817,2,0,0,0,255
67.14,0,1116,0,0,919,834,2,0,0,0,255
67.15,0,1117,0,0,855,888,2,0,0,0,255
67.16,0,1118,0,0,852,817,2,0,0,0,255
67.17,0,1119,0,0,788,888,2,0,0,0,255
67.18,0,1120,0,0,946,931,2,0,0,0,255
67.19,0,1121,0,0,887,967,2,0,0,0,255
67.20,0,1122,0,0,808,1008,2,0,0,0,255
67.21,0,1123,0,0,753,947,2,0,0,0,255
67.22,0,1124,0,0,741,992,2,0,0,0,255
67.23,0,1125,0,0,734,1080,2,0,0,0,255
67.24,0,1126,0,0,822,1091,2,0,0,0,255
67.25,0,1127,0,0,918,1078,2,0,0,0,255
67.26,0,1128,0,0,971,1073,2,0,0,0,255
67.27,0,1129,0,0,996,976,2,0,0,0,255
67.28,0,1130,0,0,1154,970,2,0,0,0,255
67.29,0,1131,0,0,1178,1043,2,0,0,0,255
67.30,0,1132,0,0,1176,1106,2,0,0,0,255
67.31,0,1133,0,0,1121,1166,2,0,0,0,255
67.32,0,1134,0,0,1039,1198,2,0,0,0,255
67.33,0,1135,0,0,1211,910,2,0,0,0,255
67.34,0,1136,0,0,1225,973,2,0,0,0,255
67.35,0,1137,0,0,1309,922,2,0,0,0,255
67.36,0,1138,0,0,1330,977,2,0,0,0,255
67.37,0,1139,0,0,1296,1058,2,0,0,0,255
67.38,0,1140,0,0,1248,1082,2,0,0,0,255
67.39,0,1141,0,0,1302,1186,2,0,0,0,255
67.40,0,1142,0,0,1222,1167,2,0,0,0,255
67.41,0,1143,0,0,1409,1090,2,0,0,0,255
67.42,0,1144,0,0,1433,1186,2,0,0,0,255
67.43,60425,0,0,0,982,783,2,0,0,0,255
67.44,60768,1146,0,0,1038,849,3,0,0,0,255
67.45,60425,0,0,0,1270,887,2,0,0,0,255
67.46,60425,0,0,0,1349,997,2,0,0,0,255
67.47,60425,0,0,0,1323,1141,2,0,0,0,255
67.48,60425,0,0,0,1054,1029,2,0,0,0,255
67.49,60425,0,0,0,843,915,2,0,0,0,255
67.50,60430,1152,1152,0,1064,646,3,0,0,4,255
67.51,60430,1216,1216,0,1339,961,2,0,0,4,255
67.52,60442,1154,0,0,1092,588,4,0,0,0,255
67.53,0,41,14,0,1092,548,4,0,0,1,41
67.54,60412,0,0,0,1028,1087,2,0,0,0,255
67.55,60570,0,0,0,990,754,2,0,0,0,255
67.56,60570,0,0,0,1259,893,2,0,0,0,255
67.57,60570,0,0,0,1331,999,2,0,0,0,255
67.58,60570,0,0,0,1296,1140,2,0,0,0,255
67.59,60570,0,0,0,827,936,2,0,0,0,255
67.60,60570,0,0,0,1060,1016,2,0,0,0,255
67.61,60412,0,0,0,989,789,2,0,0,0,255
67.62,60935,0,0,0,1072,642,2,0,0,0,255
67.63,60412,0,0,0,1087,632,2,0,0,0,255
67.64,60570,0,0,0,863,1155,2,0,0,0,255
67.65,60425,0,0,0,873,1159,2,0,0,0,255
67.66,60430,0,1809,0,837,1184,2,0,0,4,255
67.67,60935,0,0,0,1079,637,2,0,0,0,255
67.68,0,0,322,0,864,1199,8,0,0,2,255
67.69,0,0,0,0,0,0,0,0,0,0,255
68.0,60425,0,0,0,1006,1064,3,0,0,0,255
69.0,60425,0,0,0,1006,1064,3,0,0,0,255
70.0,60425,0,0,0,1006,1064,3,0,0,0,255
71.0,60441,31,16,0,1074,1385,3,0,0,1,18
71.1,60447,29,12,0,879,779,1,0,0,1,2
71.2,60447,29,12,0,1013,968,1,0,0,1,1
71.3,60447,29,12,0,826,1225,1,0,0,1,3
71.4,60430,0,766,0,1016,588,3,0,0,4,255
71.5,60430,0,765,0,911,761,3,0,0,4,255
71.6,60430,0,764,0,1055,1169,3,0,0,4,255
71.7,60314,716,0,0,1030,1030,4,0,0,0,255
71.8,60436,733,0,0,1055,1049,2,0,0,0,255
71.9,60331,703,0,0,1010,510,4,0,0,0,255
71.10,60337,711,0,0,932,1410,1,0,0,0,255
71.11,60334,0,0,0,962,1440,3,0,0,0,255
71.12,60335,709,0,0,896,712,1,0,0,0,255
71.13,60567,755,0,0,1198,1167,3,0,0,0,255
71.14,60412,718,0,0,1038,718,4,0,0,0,255
71.15,60412,717,0,0,941,1267,4,0,0,0,255
71.16,60442,731,0,0,1045,1058,2,0,0,0,255
71.17,60442,737,0,0,1054,1288,4,0,0,0,255
71.18,60442,719,0,0,1184,1290,4,0,0,0,255
