#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Unknown2,Unknown3,ModelChara,EquipHead,EquipBody,EquipLeg,EquipFoot,MoveControl,RideBGM,Icon,UIPriority,MountAction,Unknown_70_1,Unknown_70_2,Unknown16,Unknown17,Order,FlyingCondition,Unknown5,Unknown6,Unknown7,IsFlying,Unknown8,MountCustomize,ExitMoveDist,ExitMoveSpeed,RadiusRate,BaseMotionSpeed_Run,BaseMotionSpeed_Walk,Unknown9,ExtraSeats,Unknown10,Unknown11,Unknown12,IsEmote,Unknown20,IsAirborne,ExHotbarEnableConfig,UseEP,Unknown13,IsImmobile,Unknown14,HideHeadgear,Unknown18,Unknown19
302,Sternenlicht-Blitzen,Sternenlicht-Blitzen,3,2,0,1,0,0,SE_Bt_Etc_Mount_Reindeer_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Reindeer_bye,3670,0,0,0,0,2,895,4240,3550,61,8,17,39,38,232,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
303,Thron von Sil'dih,Throne von Sil'dih,4,2,0,1,0,0,SE_Bt_Etc_Mount_VVDChair_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_VVDChair_bye,3671,0,0,0,0,2,945,4243,16070,0,17,19,39,40,233,1,45,15,15,1,2,52,0,10,100,0,0,70,0,0,0,False,True,True,True,False,False,False,False,False,False,False,False
304,Silkie,Silkies,3,1,0,0,1,1,SE_Bt_Etc_Mount_NanaFamiliar_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_NanaFamiliar_bye,3654,0,0,0,0,2,944,4244,3560,0,8,17,41,40,234,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
305,Glutgeborene,Glutgeborene,3,1,0,1,1,0,SE_Bt_Etc_Mount_FlameBeast_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_FlameBeast_bye,3655,0,0,0,0,2,942,4241,7031,0,0,19,37,37,235,1,45,70,70,1,2,117,20,10,100,0,0,60,0,0,0,False,True,True,True,False,False,False,False,False,False,False,False
306,Sturmwind-Luchs,Sturmwind-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3690,0,0,0,0,2,941,4242,30403,0,9,21,41,42,236,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
307,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_SpaceJellyfish_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_SpaceJellyfish_bye,3638,0,0,0,0,2,895,0,0,59,18,23,37,37,-1,1,45,70,70,1,2,118,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
308,Aeturna,Aeturnas,3,1,0,1,1,0,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye,3744,0,0,0,0,2,895,4246,3311,0,9,19,41,42,244,1,45,15,65,1,2,48,20,10,100,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
309,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_BuildSupporter_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_BuildSupporter_bye,3567,0,0,0,0,2,895,0,0,62,17,20,39,42,-1,1,45,15,15,1,2,120,0,10,100,0,0,60,0,80,80,False,True,False,True,False,False,False,False,False,False,False,False
310,Bündel bunter Erdseimballone,Bündel bunter Erdseimballone,4,2,0,1,2,0,SE_Bt_Etc_Mount_Balloon_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Balloon_bye,3738,0,0,0,0,2,638,4247,16140,0,0,0,37,37,246,1,3,15,15,1,2,115,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
311,Anden III.,Anden III.,4,1,0,1,0,0,SE_Bt_Etc_Mount_GrassFace_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_GrassFace_bye,3740,0,0,0,0,2,895,4248,4520,0,0,0,41,42,247,1,45,70,70,1,2,121,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
312,Black Jack,Black Jack,3,1,0,1,1,0,SE_Bt_Etc_Mount_BlackJack_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_BlackJack_bye,3749,0,0,0,0,2,895,4249,11100,0,16,16,37,37,248,1,45,15,15,1,2,123,0,10,100,0,0,70,3,80,80,False,False,False,True,False,False,False,False,False,False,False,False
313,Phaethon,Phaethons,3,1,0,1,0,0,SE_Bt_Etc_IxionWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_IxionBye,3790,0,0,0,0,2,895,4250,3321,0,9,19,39,40,249,1,45,70,85,1,2,49,20,20,100,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
314,Pinky,Pinky,3,1,0,1,1,0,SE_Bt_Etc_ElephantWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ElephantBye,3837,0,0,0,0,2,895,4251,3341,0,0,18,39,38,250,1,45,70,15,1,0,122,20,10,100,0,0,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
315,Fegefeuer-Luchs,Fegefeuer-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3792,0,0,0,0,2,961,4252,30404,0,9,21,41,42,251,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
316,Vergoldeter Magitek-Rächer,Vergoldete Magitek-Rächer,4,2,0,1,0,0,SE_Bt_Etc_MekagoriraWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MekagoriraBye,3793,0,0,0,0,2,815,4253,10092,0,0,23,41,40,252,1,45,15,15,1,0,53,20,10,100,12,3,50,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
317,Chrysomallos,Chrysomallos,3,1,0,1,0,0,SE_Bt_Etc_SheepWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SheepBye,3794,0,0,0,0,2,815,4254,3401,0,9,19,41,40,253,1,45,85,85,1,2,85,20,10,100,9,3,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
318,Garlond GL-IS,Garlond GL-IS,3,1,0,1,1,0,SE_Bt_Etc_Mount_Sidecar_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Sidecar_bye,3822,0,0,0,0,2,985,4256,10200,0,6,19,39,38,263,1,45,70,70,1,2,127,0,10,100,0,0,60,1,80,80,False,True,True,False,False,False,False,False,False,False,False,False
319,Megalo-Ambystoma,Megalo-Ambystomas,4,1,0,1,2,0,SE_Bt_Etc_Mount_WooperLooper_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_WooperLooper_bye,3823,0,0,0,0,2,980,4257,7120,0,18,21,41,40,255,1,45,70,70,1,2,126,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
320,Phönix aus der Asche,Phönixe aus der Asche,2,2,0,1,0,0,SE_Bt_Etc_Mount_10thPhoenix_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_10thPhoenix_bye,3858,0,0,0,0,2,358,4258,5061,64,18,19,37,37,256,1,45,70,70,1,2,46,20,10,100,0,0,60,0,80,80,False,False,False,True,True,False,False,False,False,False,False,False
321,Schaukelnder Laternengeist,Schaukelnde Laternengeister,4,2,0,1,0,0,SE_Bt_Etc_Mount_VVD2-ObakeChochin_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_VVD2-ObakeChochin_bye,3903,0,0,0,0,2,981,4259,7130,0,18,21,37,37,257,1,45,70,70,1,2,128,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
322,Shishioji,Shishioji,3,1,0,1,0,0,SE_Bt_Etc_Mount_VVD2-Nue_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_VVD2-Nue_bye,3904,0,0,0,0,2,982,4260,3570,0,9,19,39,40,258,1,45,70,70,1,2,129,20,10,65,0,6,70,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
323,Schattenwolf,Schattenwölfe,4,2,0,1,0,0,SE_Bt_Etc_Mount_KageOh_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_KageOh_bye,3821,0,0,0,0,2,637,4261,3580,0,8,20,41,42,259,1,45,70,70,1,2,125,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
324,Magisches Kinderbett,Magische Kinderbetten,4,1,0,1,2,0,SE_Bt_Etc_Mount_BedKusocho_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_BedKusocho_bye,3860,0,0,0,0,2,895,4262,16091,0,8,18,37,37,260,1,45,85,85,1,0,41,0,10,100,0,0,70,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False
325,Dunkelheits-Luchs,Dunkelheits-Luchse,2,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3859,0,0,0,0,2,979,4263,30405,0,9,21,41,42,261,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
326,Torgal,Torgals,3,1,0,0,0,1,SE_Bt_Etc_Mount_SXT_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_SXT_bye,3972,0,0,0,0,2,20011,4266,40020,67,8,19,41,42,264,1,45,70,70,1,2,132,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
327,Arche,Archen,3,1,0,1,1,0,SE_Bt_Etc_Mount_CEArk_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_CEArk_bye,3973,0,0,0,0,2,20097,4267,11110,0,17,18,37,37,265,1,45,15,15,1,2,135,0,10,100,0,0,60,0,80,80,False,False,False,True,False,False,False,False,False,False,False,False
328,Apokryph-Bahamut,Apokryph-Bahamuts,3,1,0,1,0,0,SE_Bt_Etc_Mount_FF4-Bahamut_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_FF4-Bahamut_bye,3974,0,0,0,0,2,998,4268,30450,0,16,17,37,37,266,1,15,70,70,1,2,134,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
329,Sichelmond,Sichelmonde,4,2,0,1,0,0,SE_Bt_Etc_Mount_Tsuki_to_Leporrit_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Tsuki_to_Leporrit_bye,3975,0,0,0,0,2,638,4269,16150,0,18,22,37,37,267,1,45,70,70,1,2,0,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
330,Rhiyes,Rhiyes,3,1,0,0,0,1,SE_Bt_Etc_Mount_FGS_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_FGS_bye,3976,0,0,0,0,2,20021,4270,40900,0,8,19,37,37,268,1,45,70,70,1,2,133,0,10,100,0,0,60,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
331,Unterdrücker,Unterdrücker,4,2,0,1,0,0,SE_Bt_Etc_Mount_Yosai_2soku_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Yosai_2soku_bye,3977,0,0,0,0,2,895,4271,10620,0,8,18,37,37,269,1,45,15,15,1,2,131,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
332,Mondtiefen-Luchs,Mondtiefen-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,4015,0,0,0,0,2,995,4272,30406,0,9,21,41,42,270,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
333,Kaktor de la Luna,Kaktor de la Luna,3,1,0,1,0,0,SE_Bt_Etc_Mount_UchuSaboten_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_UchuSaboten_bye,3743,0,0,0,0,2,895,4273,1081,0,8,19,39,38,271,1,45,70,70,1,2,130,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
334,Spektrale Statice,Spektrale Statices,3,1,0,1,1,0,SE_Bt_Etc_Mount_Nimue_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Nimue_bye,3978,65537,65537,65537,0,2,996,4274,5070,0,18,21,37,37,272,1,45,70,70,1,2,0,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
335,Garlond GL-IIT,Garlond GL-IIT,3,1,0,1,1,0,SE_Bt_Etc_Mount_TractorBike_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_TractorBike_bye,4012,0,0,0,0,2,943,4275,10191,0,8,19,39,40,273,1,20,15,15,1,2,136,0,10,100,0,0,60,1,80,80,False,True,True,False,False,False,False,False,False,False,False,False
336,Pfirsina,Pfirsina,3,1,0,1,1,0,SE_Bt_Etc_GuuBooWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GuuBooBye,4013,0,0,0,0,4,895,4276,1002,66,8,19,39,40,274,1,45,15,15,1,2,0,15,9,100,0,0,60,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False
337,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
338,Quaqua,Quaqua,3,1,0,1,0,0,SE_Bt_Etc_Mount_SenreijuCu_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_SenreijuCu_bye,4011,0,0,0,0,2,997,4278,3590,0,9,19,39,42,276,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
339,Paradies-Peeriefool,Paradies-Peeriefool,3,1,0,1,0,0,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,4020,0,0,0,0,2,943,4279,1156,0,8,18,41,40,277,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
340,Paradies-Wüstenrose,Paradies-Wüstenrosen,3,1,0,1,1,0,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,4021,0,0,0,0,2,943,4280,1157,0,8,18,41,40,278,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
341,,,0,0,0,1,0,0,SE_Bt_Etc_GuuBooWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GuuBooBye,4013,0,0,0,0,4,895,0,0,65,8,19,39,40,-1,1,45,15,15,1,2,0,15,9,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
342,Ty'aitya,Ty'aityas,3,1,0,1,0,0,SE_Bt_Etc_Mount_BladeMomonga_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_BladeMomonga_bye,4060,0,0,0,0,2,895,4292,3600,69,8,23,41,42,280,1,45,70,70,1,2,138,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
343,Luftraser A9,Luftraser A9,4,2,0,1,0,0,SE_Bt_Etc_Mount_9thAirBike_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_9thAirBike_bye,4061,0,0,0,0,2,895,4281,10210,0,10,24,41,40,281,1,45,70,70,1,2,139,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
344,Alpaka,Alpakas,4,1,0,1,2,0,SE_Bt_Etc_Mount_Alpaca_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Alpaca_bye,4073,0,0,0,0,2,895,4282,3610,0,8,18,41,40,279,1,45,70,70,1,2,137,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
345,Flügel der Katastrophe,Flügel der Katastrophe,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4074,0,0,0,0,2,20095,4283,30500,0,18,21,37,37,282,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
346,Flügel des Mutes,Flügel des Mutes,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4075,0,0,0,0,2,20096,4284,30501,0,18,21,37,37,283,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
347,Auskunftsdrohne,Auskunftsdrohnen,3,1,0,1,1,0,SE_Bt_Etc_Mount_Guideroid_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Guideroid_bye,4076,0,0,0,0,2,895,4285,11120,68,18,21,39,38,284,1,45,15,15,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
348,Mehwapyarra,Mehwapyarra,3,1,0,1,2,0,SE_Bt_Etc_Mount_Capybara_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Capybara_bye,4077,0,0,0,0,2,895,4286,3620,0,9,21,39,38,285,1,45,70,70,1,2,141,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
349,Monorad S1,Monoräder S1,4,2,0,1,2,0,SE_Bt_Etc_Mount_MonoBike_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_MonoBike_bye,4078,0,0,0,0,2,20098,4287,10220,0,9,19,39,38,286,1,45,15,15,1,2,140,0,10,100,0,0,60,0,80,80,False,False,True,False,False,False,False,False,False,False,False,False
350,Rroneek,Rroneek,4,1,0,1,2,0,SE_Bt_Etc_Mount_AmericanBison_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_AmericanBison_bye,4231,0,0,0,0,2,895,4288,3630,0,8,18,41,40,287,1,45,70,70,1,2,124,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
351,Ullr,NONE,3,1,0,0,0,1,SE_Bt_Etc_Mount_ArmoredWyvern_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_ArmoredWyvern_bye,4232,0,0,0,0,2,895,4289,1021,0,8,21,39,38,288,1,45,15,50,1,2,25,20,20,100,9,3,100,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
352,Qeziigural,Qeziigural,3,1,0,1,0,0,SE_Bt_Etc_Mount_PteranodonRock_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_PteranodonRock_bye,4233,0,0,0,0,2,895,4290,5080,0,18,22,41,40,289,1,45,15,70,1,2,88,20,10,100,0,0,40,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
353,Cyberkröte,Cyberkröten,3,1,0,1,1,0,SE_Bt_Etc_Mount_AdamanCyber_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_AdamanCyber_bye,4234,0,0,0,0,2,895,4291,3271,0,0,0,37,37,290,1,45,15,15,1,0,15,5,3,65,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
354,Bergtau-Montisaurus,Bergtau-Montisaurus,3,2,0,1,0,0,SE_Bt_Etc_ZooWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ZooBye,4276,0,0,0,0,2,895,4293,1032,0,8,21,41,40,291,1,45,15,60,1,2,27,20,20,55,9,3,55,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
355,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_Alpaca_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Alpaca_bye,4073,0,0,0,0,2,895,0,0,0,8,18,41,40,-1,1,45,70,70,1,2,137,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
356,Kantor,Kantor,3,1,0,0,0,1,SE_Bt_Etc_Mount_MachoSaboten_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_MachoSaboten_bye,4330,0,0,0,0,2,895,4294,1082,74,8,18,37,37,292,1,45,70,70,1,2,144,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
357,Eierbär,Eierbären,6,1,0,1,0,0,SE_Bt_Etc_Mount_Arikui_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Arikui_bye,4331,0,0,0,0,2,895,4306,1200,0,8,18,0,0,306,1,45,70,70,1,2,146,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
358,Punutiy,Punutiy,4,1,0,1,2,0,SE_Bt_Etc_Mount_BigManatee_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_BigManatee_bye,4332,0,0,0,0,2,895,4296,7140,72,16,27,39,38,294,1,45,70,70,1,2,145,20,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
359,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
360,Wolkenkleid der Dunkelheit,Wolkenkleider der Dunkelheit,3,1,0,1,2,0,SE_Bt_Etc_Mount_KurayamiKumo_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_KurayamiKumo_bye,4334,0,0,0,0,2,20110,4298,16160,0,16,19,37,37,296,1,45,15,15,1,0,143,0,10,100,0,0,70,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
361,Dunkle Falle,Dunkle Fallen,3,1,0,1,1,0,SE_Bt_Etc_Mount_AnkokuTenku_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_AnkokuTenku_bye,4335,0,0,0,0,2,20110,4299,16170,73,16,17,37,37,297,1,45,15,15,1,2,149,0,10,100,0,0,70,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
362,Fliegender Eintopf,Fliegende Eintöpfe,4,2,0,1,0,0,SE_Bt_Etc_Mount_Hinabe_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Hinabe_bye,4380,0,0,0,0,2,20111,4300,16180,0,16,17,37,37,298,1,5,15,15,1,2,0,0,10,100,0,0,100,0,80,80,False,False,False,True,False,False,False,False,False,False,False,False
363,Flügel der Endlosigkeit,Flügel der Endlosigkeit,4,2,0,1,0,0,SE_Bt_Etc_Mount_Wing_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Wing_bye,4381,0,0,0,0,2,20109,4301,30502,0,18,21,37,37,299,1,45,70,70,1,2,1,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
364,Sternenläufer,Sternenläufer,4,2,0,1,0,0,SE_Bt_Etc_Mount_WKSMech1_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_WKSMech1_bye,4382,0,0,0,0,2,20175,4302,10250,75,30,23,41,40,300,1,45,15,15,1,2,151,0,10,100,0,0,70,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
365,Geschäftiger Kamuy,Geschäftige Kamuy,3,1,0,1,0,0,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye,4383,0,0,0,0,2,895,4303,30210,0,9,19,41,42,301,1,45,85,85,1,0,44,20,10,100,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
366,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
367,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
368,KHL L-0005,KHL L-0005,3,1,0,0,0,1,,,,4705,0,0,0,0,6,0,0,0,70,30,23,41,40,-1,1,45,15,15,1,2,0,0,10,100,0,0,100,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
369,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_BigManatee_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_BigManatee_bye,4332,0,0,0,0,2,895,0,0,71,16,27,39,38,-1,1,45,70,70,1,2,145,20,10,100,0,0,60,0,80,80,False,True,False,True,False,False,False,False,False,False,False,False
370,,,0,0,0,1,0,0,,,,4420,0,0,0,0,2,0,0,0,0,0,0,41,37,-1,1,45,15,15,0,0,0,0,10,100,0,0,100,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
371,Kosmische Contenance,Kosmische Contenance,3,1,0,1,1,0,SE_Bt_Etc_Mount_Blocks_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Blocks_bye,3836,0,0,0,0,2,895,4330,16200,0,17,18,39,40,328,1,45,70,70,1,2,153,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
372,Dämonentafel,Dämonentafeln,3,1,0,1,1,0,SE_Bt_Etc_Mount_DemonWallMKD_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_DemonWallMKD_call_bye,4430,0,0,0,0,2,20168,4307,7150,0,16,17,37,37,307,1,45,70,70,1,2,155,0,0,100,0,0,60,0,80,80,False,False,False,True,False,False,False,False,False,True,False,False
373,Petalodus,Petalodus,3,1,0,1,0,0,SE_Bt_Etc_Mount_SameNingen_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_SameNingen_bye,4431,0,0,0,0,2,20168,4308,1210,0,8,19,39,40,308,1,45,70,70,1,2,156,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
374,Schneefluenzer,Schneefluenzer,4,2,0,1,0,0,SE_Bt_Etc_SnowmanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SnowmanBye,4432,0,0,0,0,2,895,4305,15010,0,8,19,37,37,293,1,45,15,15,1,2,96,0,10,100,0,0,60,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
375,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
376,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
