#,Key,WeaponTimeline,KillUpper,Unknown_70,Type,Priority,Stance,Slot,LookAtMode,ActionTimelineIDMode,LoadType,StartAttach,ResidentPap,Unknown6,Unknown1,Pause,Resident,IsMotionCanceledByMoving,Unknown2,Unknown3,IsLoop,Unknown4
254,craft/materia_upset,1,0,0,1,0,0,1,1,1,3,0,0,0,0,False,False,False,False,False,True,False
255,gather/start,92,21,0,1,0,0,1,0,2,2,0,0,0,0,False,False,False,False,False,True,False
256,gather/idle,93,22,0,0,0,0,1,0,0,3,0,0,0,0,True,False,False,False,False,True,False
257,gather/end,1,23,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
258,gather/action_normal,1,24,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
259,gather/buff,1,25,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
260,gather/libura,1,26,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
261,gather/ability,1,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
262,gather/item,1,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
263,gather/start_sub,2,27,0,1,0,0,1,0,2,2,0,0,0,0,False,False,False,False,False,True,False
264,gather/idle_sub,0,28,0,0,0,0,1,0,0,4,0,0,0,0,True,False,False,False,False,True,False
265,gather/end_sub,0,29,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
266,gather/action_normal_sub,0,30,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
267,gather/buff_sub,0,31,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
268,gather/libura_sub,0,32,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
269,gather/ability_sub,0,0,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
270,gather/item_sub,0,0,0,1,0,0,1,0,2,4,0,0,0,0,False,False,False,False,False,True,False
271,fishing/idle,0,0,0,0,0,0,2,0,0,3,0,0,0,0,True,False,False,False,False,True,False
272,fishing/item,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
273,fishing/end,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
274,fishing/cast_normal,0,0,0,3,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
275,fishing/cast_side,0,0,0,3,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
276,fishing/cast_fly,0,0,0,3,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
277,fishing/retrieve_idle,0,0,0,0,0,0,1,0,0,3,0,0,0,0,True,False,False,False,False,True,False
278,fishing/reeling_idle,0,0,0,0,0,0,1,0,0,3,0,0,0,0,True,False,False,False,False,True,False
279,fishing/reeling_fast,0,0,0,0,0,0,1,0,2,3,0,0,0,0,True,False,False,False,False,True,False
280,fishing/reeling_slow,0,0,0,0,0,0,1,0,2,3,0,0,0,0,True,False,False,False,False,True,False
281,fishing/wobble_action,0,0,0,0,0,0,1,0,2,3,0,0,0,0,True,False,False,False,False,True,False
282,fishing/jerk_and_fall,0,0,0,0,0,0,1,0,2,3,0,0,0,0,True,False,False,False,False,True,False
283,fishing/cancel,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
284,fishing/hooking,0,0,0,3,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
285,fishing/short_landing_nq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
286,fishing/short_landing_hq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
287,fishing/normal_landing_nq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
288,fishing/normal_landing_hq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
289,fishing/long_landing_nq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
290,fishing/long_landing_hq,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
291,fishing/landing_failure,0,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
292,fishing/hit_excite,0,0,0,3,0,7,1,0,0,3,0,0,0,0,False,False,False,False,False,True,False
293,fishing/hit_strike,0,0,0,3,0,7,1,0,0,3,0,0,0,0,False,False,False,False,False,True,False
294,fishing/hit_bite,0,0,0,3,0,7,1,0,0,3,0,0,0,0,False,False,False,False,False,True,False
295,gather/attack,1,0,0,1,0,0,1,0,2,3,0,0,0,0,False,False,False,False,False,True,False
296,normal/farm_seed,2,0,0,1,0,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
297,normal/farm_watering,2,0,0,1,0,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
298,normal/farm_care,2,0,0,1,0,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
299,normal/farm_manure,2,0,0,1,0,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
300,normal/farm_harvest,2,0,0,1,0,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
301,ability/dgr_ninja/abl014,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
302,ability/dgr_ninja/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
303,ability/dgr_ninja/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
304,ability/dgr_ninja/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
305,ability/dgr_ninja/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
306,ability/dgr_ninja/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
307,ability/dgr_ninja/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
308,ability/dgr_ninja/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
309,ws/bt_2ax_emp/ws_s08,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
310,ws/bt_swd_sld/wsh001,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
311,ws/bt_swd_sld/wsh002,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
312,ws/bt_swd_sld/ws_s02,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
313,ws/bt_swd_sld/ws_s03,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
314,ws/bt_swd_sld/ws_s04,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
315,ws/bt_swd_sld/ws_s05,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
316,ws/bt_swd_sld/ws_s06,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
317,ws/bt_swd_sld/ws_s07,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
318,ws/bt_swd_sld/ws_s08,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
319,ws/bt_2ax_emp/wsh001,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
320,ws/bt_2ax_emp/wsh002,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
321,ws/bt_2ax_emp/wsh003,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
322,ws/bt_2ax_emp/wsh004,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
323,ws/bt_2ax_emp/wsh005,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
324,ws/bt_2ax_emp/ws_s01,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
325,ws/bt_2ax_emp/ws_s02,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
326,ws/bt_2ax_emp/ws_s03,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
327,ws/bt_2ax_emp/ws_s04,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
328,ws/bt_2ax_emp/ws_s05,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
329,ws/bt_2ax_emp/ws_s06,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
330,ws/bt_2ax_emp/ws_s07,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
331,ws/bt_clw_clw/wsh001,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
332,ws/bt_clw_clw/ws_s01,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
333,ws/bt_clw_clw/ws_s02,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
334,ws/bt_clw_clw/ws_s03,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
335,ws/bt_clw_clw/ws_s04,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
336,ws/bt_clw_clw/ws_s05,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
337,ws/bt_clw_clw/ws_s06,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
338,ws/bt_clw_clw/ws_s07,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
339,ws/bt_clw_clw/ws_s08,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
340,ws/bt_clw_clw/ws_s09,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
341,ws/bt_clw_clw/ws_s10,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
342,ws/bt_clw_clw/ws_s11,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
343,ws/bt_2sp_emp/wsh001,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
344,ws/bt_2sp_emp/wsh002,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
345,ws/bt_2sp_emp/wsh003,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
346,ws/bt_2sp_emp/wsh004,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
347,ws/bt_2sp_emp/wsh005,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
348,ws/bt_2sp_emp/wsh006,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
349,ws/bt_2sp_emp/ws_s01,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
350,ws/bt_2sp_emp/ws_s02,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
351,ws/bt_2sp_emp/ws_s03,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
352,ws/bt_2sp_emp/ws_s06,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
353,ws/bt_2sp_emp/ws_s07,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
354,ws/bt_2sp_emp/ws_s08,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
355,ws/bt_2sp_emp/ws_s09,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
356,ws/bt_2bw_emp/wsh001,1,0,0,3,0,1,2,0,2,1,0,2,0,0,False,False,False,False,False,True,False
357,ws/bt_2bw_emp/wsh002,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
358,ws/bt_2bw_emp/wsh003,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
359,ws/bt_2bw_emp/ws_s01,1,0,0,3,0,1,2,0,2,1,0,2,0,0,False,False,True,False,False,True,False
360,ws/bt_2bw_emp/ws_s02,1,0,0,3,0,1,2,0,2,1,0,2,0,0,False,False,False,False,False,True,False
361,ws/bt_2bw_emp/ws_s03,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
362,ws/bt_2bw_emp/ws_s04,1,0,0,3,0,1,1,0,2,1,0,2,0,0,False,False,True,False,False,True,False
363,ws/bt_2bw_emp/ws_s05,1,0,0,3,0,1,2,0,2,1,0,2,0,0,False,False,True,False,False,True,False
364,ws/bt_2bw_emp/ws_s06,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
365,ws/bt_2bw_emp/ws_s07,1,0,0,3,0,1,2,0,2,1,0,2,0,0,False,False,True,False,False,True,False
366,ws/bt_2bw_emp/ws_s08,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
367,ability/no_mot_ability,0,0,0,1,0,0,0,5,0,0,0,0,0,0,False,False,False,True,False,True,False
368,ability/no_mot_sprint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False
369,ability/swd_knight/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
370,ability/swd_knight/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
371,ability/swd_knight/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
372,ability/swd_knight/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
373,ability/swd_knight/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
374,ability/swd_knight/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
375,ability/swd_knight/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
376,ability/swd_knight/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
377,ability/swd_knight/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
378,ability/swd_knight/abl010,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
379,ability/2ax_warrior/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
380,ability/2ax_warrior/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
381,ability/2ax_warrior/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
382,ability/2ax_warrior/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
383,ability/2ax_warrior/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
384,ability/2ax_warrior/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
385,ability/2ax_warrior/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
386,ability/2ax_warrior/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
387,ability/2ax_warrior/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
388,ability/2ax_warrior/abl010,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
389,ability/clw_monk/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
390,ability/clw_monk/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
391,ability/clw_monk/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
392,ability/clw_monk/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
393,ability/clw_monk/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
394,ability/clw_monk/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
395,ability/clw_monk/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
396,ability/clw_monk/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
397,ability/clw_monk/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
398,ability/clw_monk/abl010,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
399,ability/clw_monk/abl011,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
400,ability/2sp_dragoon/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
401,ability/2sp_dragoon/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
402,ability/2sp_dragoon/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
403,ability/2sp_dragoon/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
404,ability/2sp_dragoon/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
405,ability/2sp_dragoon/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
406,ability/2sp_dragoon/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
407,ability/2sp_dragoon/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
408,ability/2sp_dragoon/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
409,ability/2bw_bard/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
410,ability/2bw_bard/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
411,ability/2bw_bard/abl003,1,0,0,3,0,1,2,0,1,1,0,2,0,0,False,False,True,False,False,True,False
412,ability/2bw_bard/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
413,ability/2bw_bard/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
414,ability/2bw_bard/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
415,ability/2bw_bard/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
416,ability/2bw_bard/abl008,1,0,0,3,0,1,2,0,1,1,0,2,0,0,False,False,True,False,False,True,False
417,ability/2bw_bard/abl009,1,0,0,3,0,1,2,0,1,1,0,2,0,0,False,False,True,False,False,True,False
418,ability/cnj_white/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
419,ability/cnj_white/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
420,ability/cnj_white/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
421,ability/cnj_white/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
422,ability/cnj_white/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
423,ability/cnj_white/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
424,ability/thm_black/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
425,ability/thm_black/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
426,ability/thm_black/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
427,ability/thm_black/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
428,ability/thm_black/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
429,ability/thm_black/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
430,ability/thm_black/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
431,ability/thm_black/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
432,ability/swl_summon/abl001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
433,ability/swl_summon/abl002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
434,ability/swl_summon/abl003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
435,ability/swl_summon/abl004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
436,ability/swl_summon/abl005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
437,ability/swl_summon/abl006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
438,ability/swl_summon/abl007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
439,ability/swl_summon/abl008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
440,ability/swl_summon/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
441,magic/swd_knight/flash,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
442,magic/swd_knight/battlezeal,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
443,magic/swd_knight/auraofcourage,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
444,magic/2bw_bard/swiftsong,2,0,0,3,0,0,1,0,0,2,0,0,0,0,False,False,True,False,False,True,False
445,magic/2bw_bard/ballade,2,0,0,3,0,0,1,0,0,2,0,0,0,0,False,False,True,False,False,True,False
446,magic/2bw_bard/requiem,2,0,0,3,0,0,1,0,0,2,0,0,0,0,False,False,True,False,False,True,False
447,magic/2bw_bard/pion,2,0,0,3,0,0,1,0,0,2,0,0,0,0,False,False,True,False,False,True,False
448,magic/cnj_white/stone,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
449,magic/cnj_white/carel,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
450,magic/cnj_white/aero,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
451,magic/cnj_white/protect,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
452,magic/cnj_white/carelga,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
453,magic/cnj_white/water,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
454,magic/cnj_white/raise,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
455,magic/cnj_white/esuna,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
456,magic/cnj_white/stonela,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
457,magic/cnj_white/repose,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
458,magic/cnj_white/carel2,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
459,magic/cnj_white/stoneskin,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
460,magic/cnj_white/regene,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
461,magic/cnj_white/carelda,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
462,magic/cnj_white/holy,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
463,magic/cnj_white/aerola,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
464,magic/cnj_white/carella,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
465,magic/cnj_white/siles,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
466,magic/cnj_white/blazespike1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
467,magic/cnj_white/aerosword,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
468,magic/cnj_white/stoneskinphy,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
469,magic/cnj_white/stoneskinmgc,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
470,magic/cnj_white/stonesword,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
471,magic/cnj_white/watersword,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
472,magic/cnj_white/reflec,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
473,magic/thm_black/fire,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
474,magic/thm_black/blizzard,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
475,magic/thm_black/thunder,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
476,magic/thm_black/sleeple,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
477,magic/thm_black/blizzarla,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
478,magic/thm_black/photonstrike,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
479,magic/thm_black/firela,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
480,magic/thm_black/thunderla,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
481,ability/thm_black/abl009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
482,magic/thm_black/freeze,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
483,magic/thm_black/firega,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
484,magic/thm_black/thunderga,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
485,magic/thm_black/manashield,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
486,magic/thm_black/blizzarga,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
487,magic/thm_black/flare,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
