#,Race,Gender,BodyType,Height,Tribe,Face,HairStyle,HairHighlight,SkinColor,EyeHeterochromia,HairColor,HairHighlightColor,FacialFeature,FacialFeatureColor,Eyebrows,EyeColor,EyeShape,Nose,Jaw,Mouth,LipColor,BustOrTone1,ExtraFeature1,ExtraFeature2OrBust,FacePaint,FacePaintColor
1020,1,0,1,50,2,102,140,1,115,58,77,0,0,0,3,58,2,2,1,2,0,50,0,50,2,7
1021,1,0,1,0,1,220,161,1,43,189,27,7,4,0,0,189,4,2,1,130,173,50,0,50,3,7
1022,4,0,1,0,7,205,202,1,88,241,92,0,1,0,0,241,0,0,0,0,40,100,3,0,0,0
1023,1,1,1,50,1,5,131,1,131,0,26,0,0,0,0,0,0,0,0,128,43,50,0,50,0,0
1024,1,1,1,50,1,5,162,1,131,170,255,0,0,0,3,170,4,3,2,1,0,50,0,50,0,0
1025,1,1,1,50,1,5,146,1,131,0,6,0,0,0,1,0,4,0,2,130,46,50,0,50,0,0
1026,2,0,1,50,4,102,162,129,64,0,32,137,0,0,0,153,2,3,0,128,195,100,1,50,0,0
1027,1,1,1,50,1,5,137,1,131,60,3,0,0,0,2,60,2,2,1,2,0,50,0,50,0,0
1028,4,1,1,25,8,202,3,1,104,89,168,0,0,0,1,89,129,0,0,3,30,0,5,0,0,0
1029,4,1,1,25,8,1,7,1,9,14,5,0,8,1,1,14,129,3,3,128,170,100,3,100,0,1
1030,1,0,1,0,2,210,202,1,4,82,71,0,1,0,2,82,4,2,3,2,30,25,0,50,24,7
1031,1,0,1,100,1,6,122,1,103,186,57,0,5,0,2,186,132,2,1,2,0,100,0,100,3,7
1032,5,1,1,50,9,2,164,1,240,2,82,200,18,4,1,2,2,2,2,130,207,50,0,50,0,0
1033,6,0,1,25,11,3,157,1,103,50,157,100,122,39,2,50,1,3,0,2,0,100,4,50,0,0
1034,1,0,1,100,1,1,161,1,25,90,6,0,0,0,0,90,0,1,3,0,0,50,0,50,0,0
1035,1,0,4,0,1,1,3,1,68,4,54,0,0,0,1,4,2,0,1,0,0,50,0,50,0,0
1036,1,0,1,100,1,2,148,1,3,154,36,167,12,0,2,154,4,2,1,2,1,50,0,50,0,0
1037,1,1,1,50,1,5,9,1,131,0,35,0,0,0,0,0,0,3,2,3,0,50,0,50,0,0
1038,1,1,1,50,1,5,156,1,131,188,255,0,0,0,3,188,1,2,2,130,34,50,0,50,0,0
1039,1,0,1,25,2,102,8,129,254,80,166,147,0,0,0,80,2,2,1,2,1,50,0,50,24,7
1040,4,1,1,100,7,4,152,1,254,184,53,0,5,1,0,184,3,2,0,130,3,50,3,100,0,0
1041,2,0,1,100,3,1,4,129,130,56,3,1,7,0,0,56,130,2,1,3,0,100,3,100,1,7
1042,2,0,1,100,4,101,112,1,149,96,61,0,39,183,3,27,1,5,2,0,0,100,4,50,0,1
1043,1,1,1,255,1,219,215,1,0,144,18,0,0,0,0,144,0,0,0,0,0,50,0,50,0,0
1044,7,0,1,50,13,2,3,1,114,91,165,0,23,1,0,91,131,2,3,1,1,50,1,50,0,1
1045,2,1,1,50,4,202,202,1,88,1,0,0,0,0,0,1,0,0,0,128,195,50,1,50,0,0
1046,2,0,1,50,3,208,5,1,74,6,161,0,0,1,2,6,129,4,0,1,0,50,1,50,0,1
1047,1,1,1,25,1,2,105,0,17,66,38,0,1,0,3,66,1,4,2,0,0,50,0,25,0,0
1048,1,1,1,50,1,1,154,1,60,148,51,0,0,0,4,148,2,1,3,1,1,50,0,50,0,0
1049,1,1,1,100,1,3,52,1,8,65,93,0,0,0,1,65,1,3,2,2,1,50,0,0,0,0
1050,6,1,1,50,11,4,170,1,88,51,93,80,123,44,2,51,2,2,1,130,195,100,4,50,0,0
1051,5,0,1,50,10,103,135,1,54,153,2,80,3,44,3,153,2,2,0,2,0,50,0,50,0,0
1052,2,0,1,50,3,2,161,1,15,154,19,0,96,1,5,146,3,3,0,3,0,50,1,50,0,1
1053,2,0,4,50,3,1,3,1,179,26,71,0,0,1,5,26,4,3,2,3,0,50,1,50,0,1
1054,2,0,4,50,3,1,4,1,58,81,138,0,0,1,1,81,130,2,1,0,0,50,1,50,3,39
1055,2,1,1,0,3,4,102,1,0,171,21,0,0,1,1,171,0,3,3,130,33,50,1,50,0,1
1056,2,1,1,100,3,3,161,1,17,147,124,0,2,1,1,147,1,3,3,0,0,50,1,50,3,36
1057,1,1,1,100,1,1,165,1,143,161,114,0,19,1,1,161,1,2,2,1,1,50,0,50,3,7
1058,4,1,4,255,7,1,1,1,17,153,139,102,0,0,2,153,3,2,1,0,34,50,1,50,0,41
1059,1,0,1,100,1,5,162,1,131,91,7,0,19,1,3,8,129,2,0,2,1,50,0,50,3,7
1060,3,1,1,50,5,1,102,129,162,82,36,81,33,81,1,82,3,3,1,130,170,75,1,100,3,172
1061,2,0,1,100,4,103,129,128,36,91,25,7,64,7,1,5,130,5,0,131,7,25,4,0,1,7
1062,4,0,1,100,7,4,155,129,132,137,138,136,2,0,2,137,4,5,1,130,159,100,3,50,3,47
1063,8,1,1,50,15,2,11,129,28,171,27,62,28,0,2,171,2,1,1,130,52,0,4,50,1,174
1064,3,0,1,50,5,4,13,1,33,5,180,0,0,0,1,5,131,5,3,0,1,50,1,50,0,0
1065,2,1,1,50,3,4,156,1,170,138,76,0,0,1,0,138,1,3,3,2,0,0,1,50,0,1
1066,2,0,1,25,3,4,10,1,56,27,59,0,0,1,5,27,1,0,3,3,0,50,1,75,0,1
1067,2,1,1,25,3,1,102,1,56,145,55,0,0,1,2,145,0,1,3,2,0,50,1,25,2,46
1068,1,1,1,50,1,5,51,1,138,140,149,0,0,1,3,140,3,0,3,0,0,25,0,50,1,132
1069,1,0,1,50,1,6,129,1,90,50,133,0,0,1,0,50,2,5,0,2,0,75,0,50,1,132
1070,1,1,1,50,1,5,157,1,70,163,180,0,0,1,4,163,2,1,1,130,52,50,0,50,0,1
1071,2,1,1,75,3,2,102,1,163,145,50,0,0,1,1,145,3,1,3,3,0,50,1,50,0,1
1072,4,1,1,25,8,103,154,1,2,154,68,0,0,1,1,154,1,2,3,130,43,50,1,50,0,1
1073,3,0,1,25,6,101,162,1,9,154,67,0,0,1,1,154,3,3,1,130,42,50,1,50,4,42
1074,5,1,1,100,9,2,166,1,66,138,84,0,0,1,1,138,2,5,0,130,45,75,0,75,0,1
1075,2,0,1,50,3,215,213,1,1,42,1,0,0,35,0,42,0,0,0,0,0,50,1,50,0,1
1076,2,0,1,0,3,218,215,1,1,120,129,0,96,139,0,120,0,0,0,0,0,50,1,50,0,1
1077,2,1,1,25,3,206,206,1,0,242,1,0,64,154,0,242,0,0,0,0,0,50,1,100,0,0
1078,2,0,1,50,3,208,212,1,74,6,161,0,0,1,2,6,129,4,0,1,0,50,1,50,0,1
1079,2,1,1,50,3,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,50,1,50,0,1
1080,4,1,1,50,8,104,170,1,4,147,92,0,0,0,2,181,1,3,2,130,173,25,2,50,2,151
1081,8,0,1,50,16,102,3,129,129,92,83,133,102,92,2,92,2,0,2,130,178,50,3,50,1,7
1082,1,1,1,75,2,102,166,129,0,92,34,80,66,127,1,92,2,4,3,130,137,50,0,25,2,7
1083,1,0,1,100,2,102,140,129,0,92,67,3,76,127,0,92,1,2,3,3,0,50,0,50,2,7
1084,2,0,1,50,4,101,154,129,163,110,100,2,0,1,5,110,3,3,3,1,0,50,1,50,2,6
1085,2,1,1,50,3,209,112,1,118,122,9,0,0,0,2,122,4,2,1,130,45,50,1,25,1,6
1086,1,0,1,100,1,213,105,0,240,91,141,0,0,0,2,91,2,3,1,0,0,100,0,0,1,7
1087,5,0,3,100,10,192,203,129,251,28,4,2,0,1,0,28,0,0,0,0,1,50,0,50,0,1
1088,1,0,1,100,1,6,108,1,179,43,170,28,0,0,3,43,2,2,0,130,173,100,0,0,0,0
1089,1,0,1,50,1,227,8,1,86,188,4,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0
1090,1,0,1,50,1,227,1,1,153,53,140,0,3,0,2,53,131,2,1,2,0,0,0,0,0,0
1091,1,0,1,50,1,213,117,1,33,84,39,0,0,0,2,84,1,1,2,0,0,0,0,0,0,0
1092,1,0,1,50,1,213,166,1,173,153,66,0,0,0,2,153,3,1,2,0,0,0,0,0,0,0
1093,1,1,1,50,1,214,154,1,86,153,63,0,3,0,0,153,128,2,3,0,0,0,0,0,0,0
1094,1,1,1,50,1,214,13,1,81,43,43,0,0,0,1,43,0,1,3,2,0,0,0,0,2,7
1095,1,1,1,100,1,214,124,1,179,115,92,0,0,0,3,115,132,3,2,1,0,0,0,0,2,7
1096,1,0,1,0,1,213,122,129,20,146,140,153,0,0,2,146,2,5,1,3,170,50,0,50,1,7
1097,2,0,1,50,3,1,135,1,59,146,40,0,0,0,0,146,1,2,2,0,0,75,1,50,0,0
1098,2,1,1,100,3,1,102,1,56,145,55,0,0,1,2,145,0,1,3,2,0,50,1,25,2,46
1099,5,1,1,50,9,202,104,1,240,1,146,0,0,1,0,1,0,0,0,0,0,50,0,50,0,1
1100,1,1,1,50,1,210,204,1,1,243,12,0,0,0,0,243,0,0,0,0,0,50,0,50,0,0
1101,2,0,3,75,3,1,103,1,248,71,144,32,2,0,0,71,0,4,1,130,71,0,4,50,4,7
1102,1,0,1,100,1,6,108,1,179,43,170,28,0,0,3,43,2,2,0,130,173,100,0,0,0,0
1103,2,0,1,50,3,2,212,1,74,5,1,154,0,0,2,5,5,3,0,131,162,100,3,50,1,7
1104,8,0,1,50,15,2,2,1,124,172,92,147,6,1,1,172,130,2,0,130,135,0,4,100,0,0
1105,8,0,1,50,15,3,13,1,46,162,149,147,6,1,1,162,3,0,0,2,7,100,1,100,0,0
1106,8,0,1,50,15,4,17,1,39,74,118,147,0,1,2,74,2,1,2,0,7,100,2,100,0,0
1107,8,0,1,50,15,3,6,1,159,153,156,147,0,1,2,153,0,3,2,2,0,100,2,100,0,0
1108,8,0,1,50,15,3,15,1,0,189,4,147,0,1,2,189,130,3,0,2,0,100,2,100,0,0
1109,8,0,1,0,15,1,12,1,66,129,58,7,4,0,2,129,1,1,0,2,127,50,1,50,3,255
1110,8,0,1,50,16,103,2,1,159,35,63,147,0,1,0,35,0,1,2,0,0,100,2,100,0,0
1111,8,0,1,50,16,102,5,1,48,7,177,147,0,1,1,7,1,1,2,0,0,100,2,100,0,0
1112,8,0,1,50,16,102,6,1,94,187,31,147,0,1,1,187,130,3,0,2,0,100,4,100,0,0
1113,8,0,1,50,16,102,6,1,94,39,123,147,31,1,1,39,0,3,0,2,0,100,4,100,0,0
1114,8,0,1,50,16,104,12,1,47,139,10,147,35,23,1,139,0,3,0,2,0,100,4,100,0,0
1115,8,0,1,50,16,101,102,1,157,7,5,147,35,23,1,7,2,2,0,1,0,100,4,100,0,0
1116,1,0,1,100,1,213,1,1,1,0,8,0,0,0,3,0,2,2,0,2,0,100,0,0,0,0
1117,1,0,1,50,1,213,149,1,146,66,101,0,0,1,2,66,2,3,1,2,0,50,0,50,0,1
1118,1,0,1,50,1,213,140,1,59,66,36,0,2,1,4,66,131,3,3,1,0,50,0,50,0,1
1119,1,0,1,50,1,227,131,1,9,181,110,0,2,1,2,181,130,2,2,1,0,50,0,50,0,1
1120,1,0,1,50,1,227,111,1,162,129,45,0,2,1,2,129,2,0,1,2,0,50,0,50,0,1
1121,1,0,1,50,1,227,108,1,122,163,110,0,0,1,2,163,1,0,1,2,0,50,0,50,0,1
1122,1,0,1,50,1,227,3,1,155,153,70,0,0,1,2,153,1,2,3,1,0,50,0,50,0,1
1123,1,0,1,50,1,213,10,1,155,148,109,0,1,1,0,148,0,3,2,1,0,50,0,50,0,1
1124,1,1,1,50,1,214,6,1,139,164,100,0,1,1,2,164,131,1,0,2,0,50,0,50,0,1
1125,1,1,1,50,1,222,4,1,106,77,44,0,0,1,2,77,0,2,1,2,0,50,0,50,0,1
1126,1,1,1,50,1,222,108,1,106,154,134,0,0,1,4,154,2,1,1,2,0,50,0,50,0,1
1127,1,1,1,100,1,214,121,1,18,133,52,0,0,1,0,133,3,0,2,0,0,50,0,50,0,1
1128,1,1,1,100,1,214,156,1,178,20,143,0,0,1,2,20,1,0,0,0,0,50,0,50,0,1
1129,1,1,1,100,1,214,162,1,82,20,54,0,0,1,1,20,4,2,0,130,26,50,0,50,0,1
1130,1,1,1,0,1,214,168,1,130,179,43,0,0,1,3,179,3,2,2,130,26,50,0,50,0,1
1131,1,1,1,0,1,214,154,1,130,62,3,0,0,1,0,62,128,0,0,130,26,50,0,50,0,1
1132,2,0,1,75,3,216,111,1,177,140,99,0,0,1,1,140,130,0,0,0,0,50,1,50,0,1
1133,2,0,1,0,3,216,149,1,18,140,37,0,0,1,3,140,3,0,2,0,0,50,1,50,0,1
1134,2,0,1,100,3,216,165,1,36,171,92,0,2,1,3,171,0,3,2,2,0,50,1,50,0,1
1135,2,0,1,100,3,216,11,1,36,18,5,0,1,1,2,18,131,3,2,1,0,50,1,50,0,1
1136,2,0,1,100,3,216,9,1,8,188,95,0,1,1,2,188,1,3,2,1,0,50,1,50,0,1
1137,1,0,1,50,1,227,8,1,86,188,4,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0
1138,1,0,1,50,1,213,117,1,33,84,39,0,0,0,2,84,1,1,2,0,0,0,0,0,0,0
1139,6,0,1,50,11,2,7,1,122,38,31,0,0,0,3,38,1,1,3,0,1,50,1,50,0,0
1140,6,0,4,50,11,2,4,1,122,137,149,0,0,0,3,137,1,2,0,0,1,50,1,50,0,0
1141,6,0,4,50,11,1,1,1,190,51,135,0,0,0,3,51,1,2,0,0,1,50,1,50,0,0
1142,6,1,4,50,11,1,3,1,30,163,52,0,3,0,3,163,1,2,0,0,1,50,1,50,0,0
1143,6,1,4,50,11,2,2,1,140,74,118,0,3,0,3,74,1,2,0,0,1,50,1,50,0,0
1144,6,1,3,50,11,1,7,1,122,38,31,0,0,0,3,38,1,1,3,0,1,50,1,50,0,0
1145,6,1,3,50,11,91,10,1,133,114,54,0,63,0,1,114,2,1,0,0,1,50,1,50,0,0
1146,3,0,1,75,6,202,1,1,0,90,12,0,0,0,0,90,0,0,0,0,0,50,1,50,0,7
1147,3,0,1,75,6,4,12,1,0,83,42,0,0,0,1,83,1,5,3,3,0,50,1,25,5,46
1148,3,0,1,100,6,2,7,1,24,83,44,0,0,0,2,83,130,0,3,2,0,50,3,50,19,53
1149,1,0,1,100,1,1,1,1,152,128,6,0,3,0,3,128,129,3,2,0,0,0,0,75,0,0
1150,4,0,1,100,7,2,2,129,6,41,17,34,111,27,0,41,5,5,1,1,0,50,2,50,0,0
1151,1,0,1,50,1,6,165,129,48,177,28,23,0,0,0,187,2,2,1,130,173,50,0,50,0,0
1152,1,0,1,100,1,6,129,129,145,160,171,206,0,0,1,160,4,2,1,0,0,50,0,50,29,55
1153,1,1,1,0,1,5,147,129,5,97,123,198,0,0,2,145,0,1,0,3,0,50,0,50,3,71
1154,1,0,4,50,1,1,2,1,4,160,123,0,0,0,1,145,3,3,1,2,0,50,0,25,0,0
1155,2,0,1,75,3,217,108,1,31,180,131,0,0,161,3,180,1,0,2,3,7,50,1,50,0,1
1156,2,0,1,0,3,217,157,1,41,113,42,0,0,66,0,113,3,0,0,0,7,50,1,50,0,1
1157,2,0,1,50,3,217,162,1,146,110,6,0,0,26,1,110,2,0,2,0,7,50,1,50,0,1
1158,2,1,1,0,3,207,168,1,42,191,69,0,0,145,1,191,1,0,1,0,7,50,1,50,0,1
1159,2,1,1,50,3,207,141,1,42,105,156,0,0,33,2,105,3,2,3,131,169,50,1,50,0,1
1160,2,1,1,100,3,207,118,1,86,147,20,0,0,144,1,147,4,2,1,3,0,50,1,50,0,1
1161,6,1,1,100,11,1,9,1,109,66,137,73,127,60,3,66,0,1,1,129,143,100,3,50,0,0
1162,6,0,1,100,11,3,121,129,120,122,100,103,31,1,3,122,1,2,1,2,0,0,2,50,0,1
1163,1,0,1,100,1,6,168,1,183,146,26,73,0,0,1,146,2,5,1,130,143,50,0,50,0,0
1164,6,0,1,75,11,2,6,1,164,35,102,0,0,1,4,35,133,3,1,1,0,50,1,75,0,1
1165,6,0,1,75,11,4,12,1,115,171,27,0,0,1,3,171,131,2,1,0,0,50,1,50,0,1
1166,6,0,4,75,11,1,1,1,126,171,27,0,0,1,3,171,3,2,1,0,0,50,1,50,0,1
1167,6,0,4,75,11,2,3,1,89,36,116,0,15,1,1,36,2,1,1,0,0,50,1,50,0,1
1168,1,0,1,50,1,213,107,1,178,137,78,0,0,1,2,137,131,2,2,3,0,50,0,50,0,1
1169,2,0,1,100,3,216,4,1,50,146,97,0,0,1,3,146,132,3,1,2,0,50,1,75,0,1
1170,8,1,1,50,15,2,14,1,105,73,165,0,0,7,1,73,1,2,1,130,172,75,3,50,0,0
1171,8,0,1,50,15,4,17,1,39,74,118,147,0,1,2,74,2,1,2,0,7,100,2,100,0,0
1172,6,1,1,75,11,4,12,1,115,171,27,0,0,1,3,171,131,2,1,0,0,50,1,50,0,1
1173,1,0,1,50,1,3,1,129,42,13,6,4,39,0,3,13,130,0,3,3,0,50,0,50,0,1
1174,1,0,1,50,1,213,117,1,25,91,39,0,0,0,2,91,1,1,3,0,1,50,0,50,0,0
1175,7,0,1,75,13,3,6,0,174,50,25,70,127,0,4,50,1,3,2,130,5,50,1,0,136,208
1176,1,0,1,50,1,227,8,1,86,188,4,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0
1177,1,0,1,50,1,220,9,1,124,148,84,0,0,0,2,148,1,0,1,0,0,50,0,50,0,0
1178,1,1,1,100,1,2,9,1,35,13,23,0,0,0,3,13,4,2,2,2,1,50,0,50,0,0
1179,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,0,50,2,7
1180,1,0,1,50,2,1,3,1,131,6,5,0,0,1,0,6,0,0,0,0,0,100,0,50,0,1
1181,8,1,1,50,15,4,8,129,24,120,146,147,8,1,0,120,0,4,0,130,166,100,4,100,0,0
1182,2,0,1,50,3,2,1,1,1,6,1,0,0,1,0,6,0,0,0,0,0,50,1,50,0,1
1183,5,1,1,50,9,3,4,1,81,138,59,0,0,1,1,138,1,1,0,1,0,50,0,25,0,1
1184,1,0,1,50,1,220,161,1,101,53,23,0,0,0,2,53,1,0,2,0,0,50,0,50,0,0
1185,1,1,1,50,1,3,12,1,75,173,100,0,0,1,2,173,0,3,1,3,0,50,0,50,0,1
1186,1,0,1,100,1,4,105,1,152,189,5,0,0,1,0,189,2,2,0,2,0,50,0,50,0,1
1187,2,0,1,50,4,102,137,1,109,189,30,0,0,0,1,189,5,3,0,3,0,50,1,75,0,0
1188,2,1,1,25,4,103,165,1,28,35,84,0,0,0,1,35,1,3,3,2,0,50,1,50,0,0
1189,2,1,1,100,4,104,110,1,172,142,87,0,0,0,1,142,1,3,3,2,0,100,3,50,0,0
1190,2,0,1,75,3,1,148,1,78,110,86,0,0,0,2,110,2,2,1,0,0,50,1,50,0,0
1191,2,1,1,50,3,1,11,1,112,29,127,0,0,0,2,29,1,3,3,2,0,50,1,25,0,0
1192,1,0,1,100,1,6,129,1,98,181,61,0,0,0,0,181,1,2,1,2,0,50,0,50,0,0
1193,1,1,1,25,1,1,102,1,163,139,180,0,0,0,3,139,3,2,1,2,0,75,0,25,0,0
1194,2,0,1,25,3,217,149,129,120,65,44,186,0,153,3,65,2,3,1,0,7,50,1,25,0,0
1195,1,0,1,25,1,6,105,128,65,50,118,105,0,110,1,50,0,5,0,130,172,0,0,0,3,167
1196,5,0,1,75,9,2,103,1,51,113,6,0,0,0,2,113,0,4,1,3,0,50,0,50,0,0
1197,2,1,1,50,3,4,53,129,125,61,189,182,0,0,3,61,1,1,0,130,169,50,1,50,3,7
1198,3,1,1,50,6,102,141,129,155,112,149,162,0,0,3,112,3,3,0,2,0,50,1,50,0,0
1199,1,0,1,100,1,6,1,1,0,89,67,0,0,0,4,89,4,2,1,2,0,50,0,50,0,0
1200,1,1,1,25,1,223,219,129,0,2,38,122,0,0,0,2,0,0,0,0,0,50,0,50,0,0
1201,6,0,1,50,11,202,201,129,162,91,174,183,71,95,0,91,3,5,1,2,1,50,1,50,0,0
1202,2,0,1,50,3,2,212,1,74,5,1,154,0,0,2,5,5,3,0,131,162,100,3,50,1,7
1203,2,1,1,50,3,4,53,1,8,91,107,7,66,91,3,91,2,2,2,130,177,100,3,100,3,43
1204,4,0,1,50,7,2,1,129,72,36,0,167,0,0,4,36,4,2,1,2,0,100,5,25,0,0
1205,4,1,1,25,8,3,6,129,0,177,138,148,0,1,2,177,5,3,3,130,169,100,3,0,4,177
1206,3,1,1,0,6,3,102,129,73,147,87,15,5,0,1,147,1,1,1,130,179,75,2,25,4,45
1207,1,0,1,25,1,6,13,129,0,153,27,37,0,1,3,153,4,2,0,130,168,100,0,50,2,7
1208,5,0,1,50,10,3,5,128,147,157,153,1,105,71,3,174,1,5,1,130,170,100,0,0,24,6
1209,3,1,1,50,5,4,105,128,24,91,92,115,3,2,2,91,5,1,2,129,171,0,2,100,11,45
1210,1,0,1,100,1,5,10,129,89,154,58,150,0,1,3,154,130,2,0,0,0,75,0,50,0,1
1211,1,1,1,0,1,1,9,129,89,153,63,15,18,1,2,153,4,1,2,131,42,50,0,50,0,1
1212,1,0,1,75,1,1,8,1,89,139,36,0,0,1,5,139,129,0,0,0,0,50,0,50,0,1
1213,4,1,1,100,7,3,119,1,143,160,68,0,0,1,3,160,1,5,0,0,0,50,1,75,0,1
1214,1,0,1,25,1,6,12,1,152,2,50,0,0,1,3,2,131,4,0,2,0,75,0,75,0,1
1215,2,0,1,50,4,2,124,1,117,42,41,0,0,1,4,42,5,1,3,0,0,50,1,50,0,1
1216,3,1,1,100,5,2,104,1,55,146,44,0,0,1,4,146,3,3,0,2,0,50,1,50,0,1
1217,1,1,1,50,1,1,102,1,89,179,65,0,0,1,0,179,3,2,3,0,0,50,0,25,0,1
1218,1,0,1,100,2,102,147,1,66,49,23,0,3,1,0,49,0,3,0,1,0,50,0,75,0,1
1219,5,1,1,50,10,3,9,1,42,5,3,0,0,1,0,5,4,2,0,0,0,50,0,50,0,1
1220,1,1,1,50,2,2,10,1,66,183,29,0,0,1,0,183,128,2,2,3,0,50,0,50,0,1
1221,2,0,1,50,4,1,7,1,19,66,14,0,0,1,2,66,5,0,2,0,0,50,1,25,0,1
1222,2,1,1,25,3,4,4,1,56,148,43,0,0,1,2,148,5,1,2,0,0,50,1,75,0,1
1223,2,1,1,0,3,4,159,0,176,38,0,0,0,0,3,38,1,3,3,130,42,50,1,0,3,55
1224,8,0,1,50,15,3,8,129,191,42,7,147,2,1,0,42,0,0,0,128,135,100,4,100,0,0
1225,2,0,1,0,3,4,126,0,129,179,79,0,8,0,2,179,3,2,1,1,0,25,4,0,0,0
1226,2,0,1,50,4,211,210,129,157,13,71,5,0,3,0,13,0,0,0,0,0,50,1,50,152,6
1227,1,0,1,50,1,7,161,1,113,4,47,0,1,1,0,4,0,0,0,0,0,50,0,50,0,1
1228,1,0,1,50,1,7,140,1,113,4,47,0,1,1,0,4,0,0,0,0,0,50,0,50,0,1
1229,1,0,1,50,1,7,149,1,113,4,47,0,1,1,0,4,0,0,0,0,0,50,0,50,0,1
1230,1,0,1,50,1,5,1,1,10,145,70,0,0,1,0,145,0,0,0,0,0,50,0,50,0,1
1231,1,0,1,50,1,5,1,1,10,145,70,0,0,1,0,145,0,0,0,0,0,50,0,50,0,1
1232,1,0,1,50,1,7,161,1,113,4,47,0,1,1,0,4,0,0,0,0,0,50,0,50,0,1
1233,1,1,1,0,1,5,147,129,5,97,123,198,0,0,2,145,0,1,0,3,0,50,0,50,3,71
1234,2,0,1,0,3,214,214,0,129,179,79,0,0,0,2,179,3,2,1,1,0,25,4,0,0,0
1235,2,0,1,50,3,2,117,1,155,169,6,0,0,1,1,169,5,3,0,131,173,75,3,50,0,1
1236,2,0,1,50,3,3,149,1,80,60,51,0,0,1,1,60,0,5,3,0,0,50,1,50,0,1
1237,2,1,1,50,3,2,105,1,0,81,100,0,0,1,3,81,3,1,3,128,170,50,1,50,0,1
1238,1,0,1,100,2,3,3,1,153,21,8,0,3,0,0,21,0,0,0,0,30,100,0,50,13,7
1239,1,0,1,75,1,6,8,1,49,5,4,0,17,1,3,5,132,2,2,2,0,75,0,25,0,1
1240,1,0,1,50,1,7,2,1,89,161,36,0,0,1,4,161,130,5,0,1,0,75,0,50,0,1
1241,3,0,1,75,5,3,2,1,0,154,68,0,0,1,5,154,130,2,3,1,0,50,1,50,0,1
1242,4,0,1,75,7,3,3,1,32,4,75,0,0,1,2,4,0,4,0,1,0,50,1,75,0,1
1243,1,1,1,75,1,1,6,1,8,0,28,0,0,1,3,0,2,2,3,3,0,50,0,50,0,1
1244,4,1,1,75,7,2,1,1,1,180,65,0,0,1,1,180,133,1,3,3,0,50,1,25,0,1
1245,1,0,1,25,1,6,13,1,44,38,149,4,15,1,4,38,130,2,0,2,0,50,0,50,26,6
1246,1,0,1,50,1,3,12,1,170,5,5,0,2,1,0,5,131,2,1,3,0,75,0,50,0,1
1247,3,0,1,100,5,4,157,1,108,53,53,14,0,1,3,53,0,2,3,0,0,50,1,25,0,1
1248,4,0,1,100,7,4,7,1,147,52,4,84,1,1,3,52,130,3,0,3,0,50,1,50,0,1
1249,1,1,1,75,1,4,12,1,89,46,70,26,19,6,1,46,2,3,2,0,0,50,0,75,1,32
1250,4,1,1,100,7,2,164,1,164,52,5,17,0,4,0,52,1,1,0,3,0,50,1,50,4,7
1251,1,0,1,50,1,5,13,1,17,5,55,4,12,1,1,5,132,0,2,0,0,75,0,75,26,6
1252,1,0,1,100,1,1,2,1,17,44,6,0,3,1,1,44,2,4,0,2,0,50,0,50,0,1
1253,3,0,1,50,5,2,11,1,58,28,87,14,0,1,4,28,130,4,3,0,0,50,1,25,0,1
1254,4,0,1,25,7,2,9,1,57,30,4,84,1,1,1,30,4,2,3,0,0,50,1,50,0,1
1255,1,1,1,50,1,2,12,1,17,71,149,26,19,6,2,71,131,3,0,3,0,25,0,50,1,32
1256,4,1,1,100,7,2,10,1,147,46,6,17,0,4,4,46,0,2,1,0,0,50,1,50,4,7
1257,1,0,1,100,2,102,9,1,86,39,6,0,3,1,0,39,128,4,3,2,0,50,0,50,0,1
1258,5,0,1,100,10,2,9,1,178,51,6,0,0,1,3,51,130,5,1,3,0,75,0,25,0,1
1259,5,0,1,25,9,2,3,1,53,44,5,0,0,0,0,44,0,4,1,0,0,75,0,50,0,0
1260,6,0,1,50,12,103,3,1,168,170,146,0,111,172,1,170,2,1,1,0,1,50,1,50,0,0
1261,1,0,1,50,2,1,2,1,5,68,14,0,0,1,2,68,128,3,2,0,0,25,0,50,0,1
1262,5,0,1,50,10,4,12,1,14,7,7,0,0,1,1,7,2,4,0,1,0,25,0,50,0,1
1263,5,0,1,25,9,4,11,1,86,66,100,0,0,0,0,66,0,2,2,2,0,75,0,50,0,0
1264,6,0,1,100,11,4,5,1,168,170,146,0,111,172,5,170,3,5,1,3,1,50,1,25,0,0
1265,1,0,1,25,2,2,12,1,5,68,7,0,0,1,3,68,2,0,3,2,0,25,0,50,0,1
1266,5,0,1,50,10,3,5,1,14,111,6,0,0,1,0,111,129,1,0,1,0,50,0,25,0,1
1267,5,0,1,25,9,1,3,1,126,59,180,0,0,1,1,59,128,1,2,2,0,50,0,25,0,1
1268,6,0,1,100,11,1,6,1,168,44,46,0,15,0,5,44,131,3,1,2,1,50,1,50,0,0
1269,1,1,1,0,1,207,12,129,254,0,0,0,3,1,4,0,2,2,2,131,170,50,0,100,0,0
1270,1,0,1,100,1,205,1,1,254,0,0,0,8,1,3,0,2,3,2,3,0,0,0,0,2,7
