#,Scale,ArrayEventHandler,Behavior,ModelChara,BNpcCustomize,NpcEquip,Special,Unknown9,Battalion,LinkRace,Rank,SEPack,Unknown0,BNpcParts,Unknown1,Unknown2,Unknown3,Unknown10,Unknown4,IsOmnidirectional,Unknown6,IsTargetLine,IsDisplayLevel,Unknown7,Unknown_70,Unknown8
247,1.5,0,0,306,0,0,0,0,4,0,2,0,0,4,1,0,0,0,0,False,True,True,True,False,False,False
248,1.5,0,0,306,0,0,0,0,4,0,2,0,0,5,1,0,0,0,0,False,True,True,True,False,False,False
249,1,0,0,0,44,472,7613,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
250,1,0,0,0,45,473,7602,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
251,1.5,0,0,159,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
252,1,0,0,0,75,457,3085,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
253,1,0,0,479,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
254,1,0,0,481,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False
255,1.8,0,0,18,0,429,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
256,1,0,0,18,0,427,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
257,2,0,0,100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
258,1.5,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
259,2.5,0,0,23,0,0,0,0,4,0,2,0,0,1,1,0,0,0,0,False,True,True,True,False,False,False
260,1.5,0,0,22,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
261,1,0,0,485,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
262,1,0,0,247,0,0,0,0,4,0,2,0,0,2,1,0,0,0,0,False,True,True,True,False,False,False
263,1,0,0,135,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
264,2,0,0,142,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
265,1,0,0,235,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
266,12,0,0,482,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,True,True,True,False,False,False,False
267,1,0,0,12,0,357,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
268,2,0,0,99,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
269,1,0,0,481,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False
270,1,0,0,34,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
271,0.5,0,0,35,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
272,1.4,0,0,18,0,428,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
273,2.8,0,0,64,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
274,2,0,0,17,0,417,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
275,1.5,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
276,1,0,0,18,0,427,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
277,1.2,0,0,3,0,304,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
278,1.2,0,0,3,0,300,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
279,1.2,0,0,3,0,302,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
280,1.2,0,0,3,0,303,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
281,1.5,0,0,179,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
282,1.2,0,0,4,0,310,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
283,1.2,0,0,4,0,307,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
284,1.2,0,0,4,0,308,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
285,1.2,0,0,4,0,309,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
286,1.5,0,0,159,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
287,1.5,0,0,198,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
288,1.5,0,0,5,0,316,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
289,1.5,0,0,5,0,312,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
290,1.5,0,0,5,0,315,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
291,1.5,0,0,5,0,313,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
292,2,0,0,81,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
293,2,0,0,81,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
294,1,852028,0,386,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
295,1,852041,0,60,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
296,1,0,0,383,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
297,1,852045,0,385,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
298,1.5,0,0,62,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
299,1,852042,0,383,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
300,2,0,0,204,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
301,2,0,0,167,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
302,2,852034,0,270,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
303,1.5,0,0,159,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
304,1,0,0,145,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
305,2,852271,0,265,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
306,1,852033,0,78,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
307,1.5,0,0,4,0,307,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
308,1.5,0,0,4,0,308,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
309,1.1,0,0,0,46,378,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
310,1.1,0,0,0,47,375,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
311,1,852337,0,0,48,375,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
312,1.5,852191,0,280,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
313,1,852062,0,126,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
314,1,0,0,190,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
315,1,852546,0,0,49,386,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
316,1,0,0,0,50,387,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
317,1,852114,0,0,51,388,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
318,1,852115,0,0,52,389,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
319,1.1,0,0,0,53,390,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
320,1.5,852435,0,198,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
321,2,853079,0,198,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
322,1,852142,0,138,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
323,0.5,0,0,138,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
324,1.5,851996,0,279,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
325,1.6,852133,0,149,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
326,1.6,852047,0,148,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
327,2,852523,0,101,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
328,1.5,852138,0,5,0,312,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
329,1.5,852066,0,5,0,313,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
330,1.5,0,0,5,0,315,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
331,1.5,852067,0,5,0,314,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
332,2,0,0,5,0,314,0,0,8,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
333,1,852535,0,9,0,337,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
334,1,852527,0,9,0,341,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
335,1,0,0,9,0,339,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
336,1,0,0,9,0,340,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
337,1.5,0,0,9,0,337,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
338,1.5,852064,0,287,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
339,1.5,852048,0,173,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
340,1.5,0,0,174,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
341,2,852050,0,130,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
342,2,0,0,264,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
343,1,0,0,10,0,342,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
344,1,0,0,10,0,343,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
345,1,852270,0,10,0,344,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
346,1,0,0,10,0,345,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
347,2,852063,0,24,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
348,1,852001,0,0,54,391,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
349,1,852029,0,0,55,392,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
350,1.1,0,0,0,56,393,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
351,2,852049,0,26,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
352,1,0,0,0,57,394,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
353,1,0,0,0,58,395,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
354,1,0,0,0,59,396,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
355,1.1,852011,0,0,60,398,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
356,2,852120,0,268,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
357,1,852070,0,238,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
358,1,852419,0,95,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
359,1.5,0,0,3,0,300,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
360,1.5,0,0,3,0,301,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
361,1.5,0,0,3,0,303,0,0,7,1,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
362,1.5,0,0,14,0,360,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
363,1,852253,0,0,61,399,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
364,1,852775,0,0,62,400,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
365,1,0,0,0,63,401,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
366,1.1,0,0,0,64,402,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
367,1,0,0,0,65,403,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
368,1,0,0,0,66,404,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
369,1,0,0,0,67,405,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
370,1.1,0,0,0,68,404,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
371,1,0,0,242,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
372,1,852774,0,0,69,407,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
373,1,0,0,0,70,408,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
374,1,0,0,0,71,409,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
375,1.1,0,0,0,72,410,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
376,1.3,0,0,12,0,355,0,0,11,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
377,1,0,0,228,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
378,1,0,0,253,0,662,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
379,1,0,0,481,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,False,False,False,False
380,1,0,0,0,73,95,0,0,0,0,0,0,4,0,1,0,0,0,0,False,True,True,True,False,False,False
381,1,0,0,0,74,95,0,0,0,0,0,0,4,0,1,0,0,0,0,False,True,True,True,False,False,False
382,1,0,0,355,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
383,1,852161,0,356,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
384,1,852146,0,358,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
385,1,852058,0,359,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
386,1,852942,0,360,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
387,1,852375,0,362,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
388,1,0,0,363,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
389,1,852055,0,364,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
390,1,0,0,365,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
391,1,0,0,366,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
392,1,0,0,367,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
393,1,0,0,371,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
394,1,0,0,372,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
395,1,852165,0,373,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
396,1,0,0,376,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
397,1,852305,0,374,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
398,1,852781,0,377,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
399,1,0,0,378,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
400,1,0,0,19,0,431,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
401,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
402,1,0,0,292,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
403,1.5,852178,0,41,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
404,1.5,0,0,202,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
405,1.5,0,0,203,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
406,1.5,0,0,204,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
407,1.5,0,0,205,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
408,1.5,0,0,206,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
409,1.5,0,0,4,0,309,0,0,6,2,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
410,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
411,1.5,0,0,65,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
412,1.3,0,0,0,53,459,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
413,1.3,0,0,0,282,458,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
414,1.2,0,0,164,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
415,0.6,0,0,164,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
416,1.3,0,586,0,282,458,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
417,2,0,0,9,0,338,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
418,1.5,0,0,9,0,339,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
419,1,0,0,480,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False
420,1,0,545,6,0,591,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
421,1,0,546,6,0,591,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
422,1,0,547,6,0,461,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
423,1.6,0,0,155,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
424,0.6,0,0,154,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
425,0.6,0,0,156,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
426,0.6,0,0,157,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
427,1.6,0,0,151,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
428,1.4,0,0,230,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
429,1.4,0,0,230,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
430,1,0,0,480,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
431,0.8,852039,0,156,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
432,0.7,0,0,192,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
433,1,0,0,481,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
434,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,True,False,True,False,False,False
435,1,0,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
436,1,0,0,0,81,462,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
437,1,0,0,0,82,463,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
438,1,0,0,0,83,465,7618,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
439,1,0,245,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
440,1,0,250,0,85,488,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
441,1,0,0,0,86,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
442,1,0,0,0,87,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
443,1,0,266,0,88,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
444,1,0,267,0,89,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
445,1,0,0,0,90,491,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
446,1,0,278,0,91,491,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
447,1,0,269,0,92,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
448,1,0,270,0,93,60,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
449,1,0,263,0,94,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
450,1,0,271,0,95,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
451,1,0,0,0,96,42,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
452,1,0,264,0,97,492,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
453,1,0,0,0,98,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
454,1,0,265,0,99,54,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
455,1,0,272,0,100,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
456,1,0,273,0,101,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
457,1,0,274,0,102,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
458,1,0,275,0,103,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
459,1,0,276,0,104,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
460,1,0,0,0,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
461,1,590287,279,0,106,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
462,1,590288,279,0,107,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
463,1,0,261,0,108,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
464,1,0,268,0,109,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
465,1,0,284,0,110,489,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
466,1,590289,279,0,111,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
467,1,590291,279,0,112,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
468,1,590292,279,0,113,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
469,1,0,290,0,94,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
470,1,0,0,0,115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
471,2.5,0,0,81,0,0,3114,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
472,1,0,0,453,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,True,False,True,True,False,False,False
473,1,589847,0,121,0,422,0,0,4,0,0,3,3,0,1,0,0,0,0,False,True,True,True,False,False,False
474,1,0,0,162,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
475,1,0,0,79,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
476,1,0,0,35,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
477,1,0,0,0,48,375,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
478,1,0,0,0,151,378,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
479,1,0,0,7,0,327,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
480,1,0,0,0,150,95,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
481,2.4,0,0,97,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
482,4,0,0,63,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
483,3,0,0,233,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
484,1.1,0,280,0,118,494,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
485,1,0,282,0,119,20,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
486,3,0,0,385,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
487,5,0,0,48,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
488,12,0,0,50,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
489,3.6,0,0,53,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
490,2.25,0,0,32,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
491,2.25,0,0,61,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
492,1.1,0,0,0,145,485,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
493,1.1,0,0,0,146,487,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
494,1.1,0,0,0,120,38,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
495,1.1,0,0,0,147,487,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
496,3,0,0,20,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
497,2.25,0,0,34,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
