#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
559,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
560,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
561,mini-corbeau,mini-corbeaux,0,0,0,1,0,0,4636,548,0,4964,5015,560,120,609,100,10,0,0,0,2,2,0,0,8,0,25,38,20,1,1,True,False,True,False,True,False,True,True
562,Feo Ul miniature,Feo Ul miniatures,0,0,0,1,1,0,4637,400,0,4965,7016,400,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,30,1,3,False,True,False,True,False,False,True,True
563,raie rayonnante,raies rayonnantes,0,0,0,1,1,0,4638,549,0,4966,4017,750,120,608,100,10,0,0,0,2,5,0,0,8,0,30,19,30,1,1,True,False,True,False,True,False,True,True
564,mini-belhamel,mini-belhamels,0,0,0,1,0,0,4489,550,0,4946,1118,360,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,20,1,2,True,False,True,False,True,False,True,True
565,bébé chat-pardeur,bébés chats-pardeurs,0,0,0,1,0,0,4490,551,0,4947,1119,550,120,605,100,10,0,0,0,2,0,0,0,8,0,20,28,20,1,2,True,False,True,False,True,False,True,True
566,castor purgateur,castors purgateurs,0,0,0,1,0,0,4708,391,0,4967,6004,440,30,621,100,10,5,0,0,2,0,0,0,8,0,15,14,20,1,1,True,False,True,False,True,False,True,True
567,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
568,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
569,Droningway,Droningway,0,0,0,1,0,1,4807,540,0,4970,11039,400,120,608,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,4,False,True,False,True,False,False,True,False
570,figurine magitek SD Guerrier-G,figurines magitek SD Guerrier-G,0,0,0,1,1,0,4808,554,0,4971,8304,400,0,620,100,10,0,0,0,1,0,0,0,8,0,15,45,60,1,3,False,True,False,True,False,False,True,False
571,noscéen à poil court,noscéens à poil court,0,0,0,1,0,0,4809,555,0,4972,3046,540,120,605,100,10,0,0,0,2,0,0,0,8,0,20,20,20,1,1,True,False,True,False,True,False,True,False
572,berger des Braves,bergers des Braves,0,0,0,1,0,0,4810,556,0,4973,3047,520,0,620,100,10,0,0,0,2,0,0,0,8,0,25,9,20,1,1,True,False,True,False,True,False,True,False
573,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
575,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
576,Grooving Green,Grooving Green,0,0,0,1,0,1,4814,557,0,4977,2013,580,0,620,100,10,10,0,0,1,0,0,0,8,0,30,46,20,2,3,False,True,False,True,False,False,True,False
577,condor mystique,condors mystiques,0,0,0,1,0,0,4815,558,0,4978,5016,320,0,620,100,10,0,0,0,2,2,0,0,8,0,10,31,30,1,1,True,False,True,False,True,False,True,False
578,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
579,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
580,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
581,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
582,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
583,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
