#,Description,DescriptionEnhanced,Tooltip
0,,,
413,"Vous appelez votre monture Lowrider T1, une voiture modifiée et au style résolument rétro qu'affectionne The Tyrant.","Cette voiture vintage, fabriquée à l'origine à Lindblum, s'est transmise au sein de la famille du pro­prié­taire de l'Arcadion. Celui-ci l'a modifiée pour les besoins de mise en scène de The Tyrant, y ajoutant une fonction de vol et transformant l'intérieur en un modèle de confort et de luxe.",Vrrrouuuuum !
414,"Vous appelez votre monture uolon, un grand monstre amateur de verdure que l'on rencontre prin­ci­pa­le­ment dans les régions forestières du Yok Tural.","Cette créature imposante vit prin­ci­pa­le­ment dans les régions forestières tempérées de l'est du Yok Tural. Il se rapproche du troll ou du yéti sur le plan biologique, et dispose d'un intellect assez développé. Certains rapports ont souligné sa capacité à faire pousser les végétaux très rapidement grâce à une danse étrange ; des recherches sur ce phénomène énigmatique sont en cours.",Uololon !
415,"Vous appelez votre monture mécano cosmique localisé, une machine adaptée aux activités de l'exploration cosmique sur Oizys.","Une machine conçue pour effectuer certaines tâches au sein du projet d'exploration cosmique, ce modèle-ci étant adapté aux conditions environnementales par­ti­cu­liè­res d'Oizys. Son armature épaisse lui vaut le surnom de “gros patapouf” de la part de nombreux ouvriers.","Clonk, clonk..."
416,"Vous appelez votre monture arme blindée cosmique, une arme magitek disposant de multiples pattes et utilisée au sein du projet d'exploration cosmique.","Cette arme magitek conçue à Garlemald a été reconvertie pour les besoins de l'exploration cosmique. Son centre de gravité bas et ses nombreuses pattes lui confèrent une bonne stabilité, ce qui la rend très efficace pour effectuer des tâches sur Oizys, ré­gu­liè­re­ment sujette aux anomalies gravitationelles.",Bwooooom...
417,,,
418,,,
419,,,
420,,,
421,,,
422,"Vous déployez vos ailes de brume, découvertes par hasard sur la Voie ferroviaire.","Ces ailes magiques ont été découvertes à l'issue du combat contre Glasya-Labolas. La brume qui enveloppe leur armature rappelle ce dernier, mais leur origine reste nimbée de mystère. Une chose est sûre néanmoins : celui qui les porte hérite de l'esprit fou du train blindé qui parcourt les plaines foudroyées.",...
423,,,
424,,,
425,"Vous appelez votre monture mécano cosmique de série, une machine produite en masse pour les besoins de l'exploration cosmique.","Cet engin a été produit en masse pour les besoins du projet d'exploration cosmique. Sa conception a été revue pour diminuer autant que possible son coût de fabrication, sans pour autant sacrifier ses fonctionnalités par rapport au prototype d'origine. Ce modèle est couramment utilisé comme moyen de transport par tous les ouvriers du projet... mais les Loporrites n'ont toujours pas le droit de monter dedans.","Clank, clank..."
426,"Vous appelez votre monture déblayeuse cosmique rouge, un engin de chantier de couleur rouge créé dans le cadre du projet d'exploration cosmique.","Il s'agit d'une variante de la déblayeuse cosmique, repeinte en rouge. Elle ne dispose d'aucune particularité par rapport au modèle de base, mais elle peut toujours compter sur ses six roues et sa lame frontale pour faire des ravages. Quoi qu'il en soit, ce nouveau coloris semble avoir beaucoup de succès auprès des Loporrites.",Rouuuuge !
427,,,
428,"Vous appelez votre monture bonhomme de neige turalien, dont l'apparence est inspirée de l'esprit des neiges qui apparaît dans certaines légendes turaliennes.","Un bonhomme de neige imprégné d'une magie lui permettant de choisir son pro­prié­taire. Il est modelé d'après Ryoqor Terteh, l'esprit des neiges issu des légendes des régions montagneuses du Tural. Ce dernier, très joueur, s'introduit souvent dans les villages en prenant l'apparence d'un simple bonhomme de neige comme celui-ci.",Gla gla !
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
