#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23
70897.2,46240,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
70898.2,46242,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
70900.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70900.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70900.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70910.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70910.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70910.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70915.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70915.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70915.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70916.1,12,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70921.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70925.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70925.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70925.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70946.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70946.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70946.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70946.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70950.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70950.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70974.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70974.255,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70979.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70979.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70979.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70980.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70980.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70980.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70985.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70985.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70985.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70985.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
